"OBJIDsic","Region_new","Region_unique","island","UN_geospat"
1084,"","FRA_Rurutu_1084","ISL","Micronesia_Polynesia"
1085,"","FRA_Tubuai_1085","ISL","Micronesia_Polynesia"
1086,"","PYF_Bellingshausen_1086","ISL","Micronesia_Polynesia"
1087,"","PYF_Rapa_1087","ISL","Micronesia_Polynesia"
1088,"","FRA_Akamaru_1088","ISL","Micronesia_Polynesia"
1089,"","FRA_Aukena_1089","ISL","Micronesia_Polynesia"
1092,"","FRA_Mangareva_1092","ISL","Micronesia_Polynesia"
1093,"","FRA_Taravai_1093","ISL","Micronesia_Polynesia"
1094,"","FRA_Tauna_1094","ISL","Micronesia_Polynesia"
1095,"","FRA_Tekava_1095","ISL","Micronesia_Polynesia"
1096,"","FRA_Temoe_1096","ISL","Micronesia_Polynesia"
1097,"","FRA_Tarauru_Roa_1097","ISL","Micronesia_Polynesia"
1098,"","PYF_Henderson_1098","ISL","Micronesia_Polynesia"
1099,"","FRA_Eiao_1099","ISL","Micronesia_Polynesia"
1100,"","FRA_Fatu_Hiva_1100","ISL","Micronesia_Polynesia"
1101,"","FRA_Fatu_Huku_1101","ISL","Micronesia_Polynesia"
1102,"","FRA_Hatutaa_1102","ISL","Micronesia_Polynesia"
1103,"","FRA_Hiva_Oa_1103","ISL","Micronesia_Polynesia"
1104,"","FRA_Mohotani_1104","ISL","Micronesia_Polynesia"
1105,"","FRA_Nuku_Hiva_1105","ISL","Micronesia_Polynesia"
1106,"","FRA_Tahuata_1106","ISL","Micronesia_Polynesia"
1107,"","FRA_Ua_Huka_1107","ISL","Micronesia_Polynesia"
1108,"","FRA_Ua_Pou_1108","ISL","Micronesia_Polynesia"
1109,"","PYF_Oeno_1109","ISL","Micronesia_Polynesia"
1110,"","GBR_Pitcairn_Island_1110","ISL","Micronesia_Polynesia"
1111,"","PYF_Bora_Bora_1111","ISL","Micronesia_Polynesia"
1112,"","PYF_Huahine_1112","ISL","Micronesia_Polynesia"
1113,"","PYF_Maiao_1113","ISL","Micronesia_Polynesia"
1114,"","PYF_Maupiti_1114","ISL","Micronesia_Polynesia"
1115,"","PYF_Mehetia_1115","ISL","Micronesia_Polynesia"
1116,"","PYF_Moorea_1116","ISL","Micronesia_Polynesia"
1117,"","PYF_Mopelia_1117","ISL","Micronesia_Polynesia"
1118,"","PYF_Raiatea_1118","ISL","Micronesia_Polynesia"
1119,"","PYF_Tahaa_1119","ISL","Micronesia_Polynesia"
1120,"","PYF_Tetiaroa_1120","ISL","Micronesia_Polynesia"
1121,"","PYF_Tahiti_1121","ISL","Micronesia_Polynesia"
1122,"","PYF_Tupai_1122","ISL","Micronesia_Polynesia"
1126,"","FRA_Fakahina_1126","ISL","Micronesia_Polynesia"
1127,"","FRA_Fangataufa_1127","ISL","Micronesia_Polynesia"
1128,"","FRA_Hao_1128","ISL","Micronesia_Polynesia"
1130,"","FRA_Kaukura_1130","ISL","Micronesia_Polynesia"
1132,"","FRA_Makatea_1132","ISL","Micronesia_Polynesia"
1133,"","FRA_Manihi_1133","ISL","Micronesia_Polynesia"
1134,"","FRA_Matureivavao_1134","ISL","Micronesia_Polynesia"
1135,"","FRA_Moruroa_1135","ISL","Micronesia_Polynesia"
1138,"","FRA_Niau_1138","ISL","Micronesia_Polynesia"
1139,"","FRA_Rangiroa_1139","ISL","Micronesia_Polynesia"
1140,"","FRA_Taiaro_1140","ISL","Micronesia_Polynesia"
1141,"","FRA_Tenararo_1141","ISL","Micronesia_Polynesia"
1142,"","FRA_Tenarunga_1142","ISL","Micronesia_Polynesia"
1143,"","FRA_Tikehau_1143","ISL","Micronesia_Polynesia"
1144,"","FRA_Takapoto_1144","ISL","Micronesia_Polynesia"
1146,"","FRA_Tepoto_Nord_1146","ISL","Micronesia_Polynesia"
1147,"","FRA_Toau_1147","ISL","Micronesia_Polynesia"
1148,"","FRA_Vahanga_1148","ISL","Micronesia_Polynesia"
1149,"Qatar","QAT_Qatar_1149","MAIN","Western_Asia"
1150,"Romania","ROU_Romania_1150","MAIN","Eastern_Europe"
1151,"Khabarovsk","RUS_Khabarovsk_1151","MAIN","Eastern_Europe"
1152,"","RUS_Anuchina_1152","ISL","Eastern_Europe"
1153,"","RUS_Demina_1153","ISL","Eastern_Europe"
1154,"","RUS_Ekarma_1154","ISL","Eastern_Europe"
1155,"","RUS_Iturup_1155","ISL","Eastern_Europe"
1156,"","RUS_Ketoi_1156","ISL","Eastern_Europe"
1157,"","RUS_Kharimkotan_1157","ISL","Eastern_Europe"
1158,"","RUS_Kunashir_1158","ISL","Eastern_Europe"
1159,"","RUS_Makanrushi_1159","ISL","Eastern_Europe"
1160,"","RUS_Matuwa_1160","ISL","Eastern_Europe"
1161,"","RUS_Paramushir_1161","ISL","Eastern_Europe"
1162,"","RUS_Polonskogo_1162","ISL","Eastern_Europe"
1163,"","RUS_Shimushir_1163","ISL","Eastern_Europe"
1164,"","RUS_Shikotan_1164","ISL","Eastern_Europe"
1165,"","RUS_Shumushu_1165","ISL","Eastern_Europe"
1166,"","RUS_Storozhevoy_1166","ISL","Eastern_Europe"
1167,"","RUS_Tanfilyeva_1167","ISL","Eastern_Europe"
1168,"","RUS_Urup_1168","ISL","Eastern_Europe"
1169,"","RUS_Ushishir_1169","ISL","Eastern_Europe"
1170,"","RUS_Iuriy_1170","ISL","Eastern_Europe"
1171,"","RUS_Zelenyj_1171","ISL","Eastern_Europe"
1172,"Leningrad_District","RUS_Leningrad_District_1172","MAIN","Eastern_Europe"
1173,"Lipetzk_District","RUS_Lipetzk_District_1173","MAIN","Eastern_Europe"
1174,"Republic_of_Mordovia","RUS_Republic_of_Mordovia_1174","MAIN","Eastern_Europe"
1175,"Moscow_District","RUS_Moscow_District_1175","MAIN","Eastern_Europe"
1176,"Ryazan_District","RUS_Ryazan_District_1176","MAIN","Eastern_Europe"
1178,"Altai_Republic","RUS_Altai_Republic_1178","MAIN","Eastern_Europe"
1179,"Irkutsk_Oblast","RUS_Irkutsk_Oblast_1179","MAIN","Eastern_Europe"
1181,"Kemerovo_Region","RUS_Kemerovo_Region_1181","MAIN","Eastern_Europe"
1183,"Omsk_Region","RUS_Omsk_Region_1183","MAIN","Eastern_Europe"
1184,"Republic_of_Buryatia","RUS_Republic_of_Buryatia_1184","MAIN","Eastern_Europe"
1185,"Republic_of_Khakassia","RUS_Republic_of_Khakassia_1185","MAIN","Eastern_Europe"
1186,"Republic_of_Tyva","RUS_Republic_of_Tyva_1186","MAIN","Eastern_Europe"
1187,"Tomsk_Oblast","RUS_Tomsk_Oblast_1187","MAIN","Eastern_Europe"
1188,"Zabaykalsky_Krai","RUS_Zabaykalsky_Krai_1188","MAIN","Eastern_Europe"
1189,"Tula","RUS_Tula_1189","MAIN","Eastern_Europe"
1190,"Tver_District","RUS_Tver_District_1190","MAIN","Eastern_Europe"
1191,"Voronezh_District","RUS_Voronezh_District_1191","MAIN","Eastern_Europe"
1192,"Rwanda","RWA_Rwanda_1192","MAIN","East_Africa"
1193,"Saudi_Arabia","SAU_Saudi_Arabia_1193","MAIN","Western_Asia"
1195,"Senegal","SEN_Senegal_1195","MAIN","Western_Africa"
1196,"","SGP_Singapore_1196","ISL","Southeast_Asia"
1197,"","GBR_South_Georgia_Islands_1197","ISL","South_America"
1198,"","GBR_Gough_Island_1198","ISL","Mid_South_Africa"
1199,"","GBR_Inaccessible_Island_1199","ISL","Mid_South_Africa"
1200,"","GBR_Nightingale_1200","ISL","Mid_South_Africa"
1201,"","GBR_Tristan_da_Cunha_1201","ISL","Mid_South_Africa"
1202,"Sierra_Leone","SLE_Sierra_Leone_1202","MAIN","Western_Africa"
1203,"Somalia","SOM_Somalia_1203","MAIN","East_Africa"
1204,"","FRA_St_Pierre_and_Miquelon_1204","ISL","Northern_North_America"
1205,"","STP_Sao_Tome_and_Principe_1205","ISL","Mid_South_Africa"
1206,"Suriname","SUR_Suriname_1206","MAIN","South_America"
1207,"Slovakia","SVK_Slovakia_1207","MAIN","Eastern_Europe"
1208,"Slovenia","SVN_Slovenia_1208","MAIN","Europe"
1209,"Sweden","SWE_Sweden_1209","MAIN","Europe"
1210,"Swaziland","SWZ_Swaziland_1210","MAIN","Mid_South_Africa"
1212,"","SYC_African_Banks_1212","ISL","East_Africa"
1213,"","SYC_Aldabra_1213","ISL","East_Africa"
1214,"","SYC_Alphonse_1214","ISL","East_Africa"
1215,"","SYC_Aride_1215","ISL","East_Africa"
1216,"","SYC_Assumption_1216","ISL","East_Africa"
1217,"","SYC_Astove_1217","ISL","East_Africa"
1218,"","SYC_Bird_1218","ISL","East_Africa"
1219,"","SYC_Booby_Island_1219","ISL","East_Africa"
1220,"","SYC_Cocos_1220","ISL","East_Africa"
1221,"","SYC_Coetivy_1221","ISL","East_Africa"
1222,"","SYC_Conception_1222","ISL","East_Africa"
1223,"","SYC_Cosmoledo_1223","ISL","East_Africa"
1224,"","SYC_Cousin_1224","ISL","East_Africa"
1225,"","SYC_Cousine_1225","ISL","East_Africa"
1226,"","SYC_Curieuse_1226","ISL","East_Africa"
1227,"","SYC_Darros_1227","ISL","East_Africa"
1228,"","SYC_Denis_1228","ISL","East_Africa"
1229,"","SYC_Desroches_1229","ISL","East_Africa"
1230,"","SYC_Desnoefs_1230","ISL","East_Africa"
1231,"","SYC_Farquhar_1231","ISL","East_Africa"
1232,"","SYC_Felicite_1232","ISL","East_Africa"
1233,"","SYC_Fregate_1233","ISL","East_Africa"
1234,"","SYC_Grande_Soeur_1234","ISL","East_Africa"
1235,"","SYC_Ile_au_Cerf_1235","ISL","East_Africa"
1236,"","SYC_Ile_Anonyme_1236","ISL","East_Africa"
1237,"","SYC_Ile_Longue_1237","ISL","East_Africa"
1238,"","SYC_Ile_St_Anne_1238","ISL","East_Africa"
1239,"","SYC_Ile_aux_Vaches_Marines_1239","ISL","East_Africa"
1240,"","SYC_La_Digue_1240","ISL","East_Africa"
1241,"","SYC_Mahe_1241","ISL","East_Africa"
1242,"","SYC_Marianne_1242","ISL","East_Africa"
1243,"","SYC_Marie_Louise_1243","ISL","East_Africa"
1244,"","SYC_North_Island_1244","ISL","East_Africa"
1245,"","SYC_Platte_1245","ISL","East_Africa"
1246,"","SYC_Poivre_1246","ISL","East_Africa"
1247,"","SYC_Praslin_1247","ISL","East_Africa"
1248,"","SYC_Providence_1248","ISL","East_Africa"
1249,"","SYC_Petit_Soeur_1249","ISL","East_Africa"
1250,"","SYC_Recifs_1250","ISL","East_Africa"
1251,"","SYC_Remire_1251","ISL","East_Africa"
1252,"","SYC_St_Francois_1252","ISL","East_Africa"
1253,"","SYC_Silhouette_1253","ISL","East_Africa"
1254,"","SYC_St_Joseph_1254","ISL","East_Africa"
1255,"","SYC_St_Pierre_1255","ISL","East_Africa"
1256,"","SYC_Therese_1256","ISL","East_Africa"
1257,"Chaparal","CHL_Chaparal_1257","MAIN","South_America"
1258,"Togo","TGO_Togo_1258","MAIN","Western_Africa"
1259,"Thailand","THA_Thailand_1259","MAIN","Southeast_Asia"
1260,"","TON_Tonga_1260","ISL","Micronesia_Polynesia"
1261,"Tunisia","TUN_Tunisia_1261","MAIN","North_Africa"
1263,"","TWN_Taiwan_1263","ISL","East_Asia"
1264,"Tanzania","TZA_Tanzania_1264","MAIN","East_Africa"
1265,"Uganda","UGA_Uganda_1265","MAIN","East_Africa"
1266,"Ukraine","UKR_Ukraine_1266","MAIN","Eastern_Europe"
1267,"Uruguay","URY_Uruguay_1267","MAIN","South_America"
1268,"Alaska","USA_Alaska_1268","MAIN","Northern_North_America"
1269,"Alabama","USA_Alabama_1269","MAIN","Mid_North_America"
1270,"Arkansas","USA_Arkansas_1270","MAIN","Mid_North_America"
1271,"Arizona","USA_Arizona_1271","MAIN","Mid_North_America"
1272,"California","USA_California_1272","MAIN","Mid_North_America"
1273,"Colorado","USA_Colorado_1273","MAIN","Mid_North_America"
1274,"Connecticut","USA_Connecticut_1274","MAIN","Mid_North_America"
1275,"Washington_DC","USA_Washington_DC_1275","MAIN","Mid_North_America"
1276,"Delaware","USA_Delaware_1276","MAIN","Mid_North_America"
1277,"Florida","USA_Florida_1277","MAIN","Mid_North_America"
1278,"Georgia","USA_Georgia_1278","MAIN","Mid_North_America"
1280,"Iowa","USA_Iowa_1280","MAIN","Mid_North_America"
1281,"Idaho","USA_Idaho_1281","MAIN","Mid_North_America"
1282,"Illinois","USA_Illinois_1282","MAIN","Mid_North_America"
1283,"Indiana","USA_Indiana_1283","MAIN","Mid_North_America"
1284,"","USA_Johnston_Island_1284","ISL","Micronesia_Polynesia"
1285,"Kansas","USA_Kansas_1285","MAIN","Mid_North_America"
1286,"Kentucky","USA_Kentucky_1286","MAIN","Mid_North_America"
1287,"Louisiana","USA_Louisiana_1287","MAIN","Mid_North_America"
1288,"Massachusetts","USA_Massachusetts_1288","MAIN","Mid_North_America"
