"OBJIDsic","name","LON","LAT","island","area","dem.sd","temp.mean","aridity.mean","pop.dens.2010.mean","gdp.pc.2011.mean","crop.area.prop","time.emp.GB","time.emp.ESP","time.emp.PRT","time.emp.NL"
1581,"Urozgan, Afghanistan",66.03122914,33.1771524,0,27624.05,564.87,8.9,0.16,29.86,1712.59,0.24,0,0,0,0
1582,"Badghis, Afghanistan",63.75697412,35.06005827,0,25779.81,708.15,10.1,0.2,25.53,1788.25,0.23,0,0,0,0
1583,"Jowzjan, Afghanistan",66.07504974,36.20216884,0,22980.63,1147.42,11.5,0.17,48.99,1784.48,0.17,0,0,0,0
1584,"Faryab, Afghanistan",65.00345506,36.08557839,0,20995.47,836.46,12.7,0.17,49.81,1716.86,0.16,0,0,0,0
1585,"Zabul, Afghanistan",67.26031168,31.91161094,0,20609.41,266.79,13.1,0.13,15.75,1892.37,0.05,0,0,0,0
1586,"Bamyan, Afghanistan",67.09433838,34.55659119,0,18233.43,386.9,2,0.31,27.65,1712.59,0.22,0,0,0,0
1587,"Takhar, Afghanistan",69.66304622,36.53093218,0,16345.21,1134.11,10,0.5,77.57,1716.21,0.22,0,0,0,0
1588,"Balkh, Afghanistan",66.9670798,36.25158512,0,15135.46,1029.65,12.2,0.16,82.72,1715.89,0.22,0,0,0,0
1589,"Samangan, Afghanistan",67.72737944,36.06928956,0,15087.49,986.46,10.2,0.21,28.27,1716.83,0.17,0,0,0,0
1590,"Parwan, Afghanistan",69.11207545,34.90050128,0,13945.68,868.4,6.7,0.47,120.04,1712.59,0.17,0,0,0,0
1591,"Badakhshan (Wakhan), Afghanistan",73.15148608,37.08644646,0,13747.46,624.82,-5.4,0.4,3.97,2006.06,0,0,0,0,0
1592,"Baghlan, Afghanistan",68.68940715,35.58769784,0,13393.51,1062.36,8.4,0.44,51.49,1712.59,0.2,0,0,0,0
1593,"Paktika, Afghanistan",69.64526523,33.40291934,0,11946.13,624.7,12.1,0.29,118.19,2181.88,0.18,0,0,0,0
1594,"Kunar, Afghanistan",71.19494493,35.26815058,0,11500.11,1110.99,7.2,0.57,73.89,2096.28,0.11,0,0,0,0
1595,"Maidan Wardak, Afghanistan",68.18447015,34.13898988,0,10264.81,412.61,4.4,0.25,56.22,1712.59,0.18,0,0,0,0
1596,"Kunduz, Afghanistan",68.67439982,36.66998072,0,9710.94,332.8,17.2,0.16,116.41,1715.55,0.22,0,0,0,0
1597,"Laghman, Afghanistan",70.21244527,34.94036008,0,8259.64,1169.31,9.6,0.54,78.16,1712.59,0.15,0,0,0,0
1598,"Nangarhar, Afghanistan",70.70190384,34.28706867,0,7952.32,736.63,18,0.29,224.77,2296.31,0.22,0,0,0,0
1599,"Logar, Afghanistan",69.05863283,33.77084799,0,4872.22,388.89,7.8,0.25,99.18,1716.82,0.11,0,0,0,0
1600,"Kabul, Afghanistan",69.26758234,34.34500474,0,4711.83,540.66,8.8,0.31,861.38,1712.59,0.14,0,0,0,0
1601,"Piemonte Region, Italy",7.92638013,45.06154232,0,25329.52,739.72,9.4,0.89,177.04,39166.21,0.3,0,0,0,0
1602,"Lombardia Region, Italy",9.7705645,45.61996803,0,23822.36,759.56,9.8,0.9,426.17,45020.8,0.35,0,0,0,0
1603,"Toscana Region, Italy",11.12663737,43.45099249,0,23026.5,301.23,13.1,0.8,163.5,39781.72,0.26,0,0,0,0
1604,"Emilia-Romagna Region, Italy",11.01999088,44.53652858,0,22101.96,359.81,12.2,0.84,198.7,43121.91,0.37,0,0,0,0
1605,"Puglia Region, Italy",16.62034513,40.98478849,0,19341.63,190.87,15.4,0.36,213.01,23538.16,0.16,0,0,0,0
1606,"Veneto Region, Italy",11.84579939,45.66179777,0,17896.23,627.05,11,0.89,274.6,41215.14,0.7,0,0,0,0
1607,"Lazio Region, Italy",12.76744475,41.98027119,0,17245.99,391.52,13.6,0.56,330.9,42606.58,0.36,0,0,0,0
1608,"Calabria Region, Italy",16.34735942,39.06813192,0,15096.73,426.21,14.4,0.66,134.86,24049.99,0.34,0,0,0,0
1609,"Campania Region, Italy",14.84055417,40.85998599,0,13647.49,340.72,13.7,0.65,436.63,23231.99,0.37,0,0,0,0
1610,"Trentino-Alto Adige Region, Italy",11.28284002,46.44244176,0,13604.19,662.29,4.4,0.91,77.7,45738.82,0.09,0,0,0,0
1611,"Abruzzo Region, Italy",13.85513729,42.22803434,0,10790.67,547.2,11.1,0.67,125.46,30187.12,0.31,0,0,0,0
1612,"Basilicata Region, Italy",16.0822772,40.50067508,0,9999.28,341.71,13.2,0.54,58.77,25962.39,0.24,0,0,0,0
1613,"Marche Region, Italy",13.10825493,43.36590019,0,9695.95,337.73,12.7,0.72,168.58,36746.02,0.24,0,0,0,0
1614,"Umbria Region, Italy",12.4909201,42.96697627,0,8456.09,283.77,12.7,0.6,111.38,34085.72,0.49,0,0,0,0
1615,"Friuli-Venezia Giulia Region, Italy",13.05920127,46.15454647,0,7800.35,567.72,10,1.5,157.03,39551.87,0.4,0,0,0,0
1616,"Liguria Region, Italy",8.70521553,44.26433208,0,5467.86,337.73,12,1.04,308.97,38443.89,0.02,0,0,0,0
1617,"Molise Region, Italy",14.59577273,41.68490622,0,4436.26,325.4,12.8,0.47,73.31,28076.65,0.12,0,0,0,0
1618,"Valle d'Aosta Region, Italy",7.39350206,45.73274264,0,3254.95,684.9,1.8,1.4,38.64,45455.15,0.02,0,0,0,0
1623,"Mauritius island",57.56415667,-20.28142314,1,2042.53,178.47,22.4,1.07,673.36,16179.29,0,158,0,0,72
1638,"Veraguas Province, Panama",-81.13151402,8.09125222,0,10979.43,270.69,25.4,1.69,22.25,6357.28,0.13,0,306,0,0
1629,"Bocas del Toro Province, Panama",-82.57931635,9.21478333,0,4705.07,772.67,21.8,2.26,28.84,7930.46,0,0,306,0,0
1630,"Chiriquí Province, Panama",-82.39849398,8.48904535,0,6666.54,597.67,24.1,1.95,66.88,8958.95,0.08,0,306,0,0
1634,"Herrera Province, Panama",-80.70050978,7.85482091,0,2341.21,198.1,26,1.28,46.87,8048.35,0.36,0,306,0,0
1635,"Los Santos Province, Panama",-80.39270224,7.58248414,0,3820.25,188.97,26.2,1.14,28.25,8957.17,0.39,0,306,0,0
1632,"Colón Province, Panama",-80.01406574,9.18931633,0,4710.91,128.04,26.1,1.64,59.85,28470.42,0.04,0,306,0,0
1633,"Darién Province, Panama",-77.91580019,8.17013433,0,12107.44,270.48,25.6,1.52,4.27,5164.8,0.03,0,306,0,0
1636,"Panamá Province, Panama",-79.1225902,9.00405862,0,11909.79,175.8,25.9,1.41,160.11,22224.75,0.1,0,306,0,0
1631,"Coclé Province, Panama",-80.42621763,8.55744618,0,4939.52,234.48,26.2,1.43,50.1,8301.11,0.2,0,306,0,0
1637,"San Blas Province, Panama",-78.3154952,9.17479622,0,2520.93,148.51,25.8,1.55,12.99,16649.33,0.01,0,306,0,0
1639,"Sakhalin (island)",142.7027436,50.33482926,1,73994.99,197.08,-0.4,1.07,6.52,76926.84,0,0,0,0,0
1641,"Wallis and Futuna Islands",-177.14397092,-13.78426598,1,167.36,103.43,26.4,1.84,90.86,12640,0,0,0,0,0
1645,"Scattered Islands",41.6628718,-20.50308952,1,43.8,2.27,25.2,0.28,0,0,0,0,0,0,0
847,"Crozet Islands",51.55438113,-46.34171609,1,364.4,197.69,4.3,9.94,0.0823271130625686,13930.54,0,0,0,0,0
850,"Kerguelen Islands",69.49394343,-49.2933721,1,8681.36,218,3.1,1.2,0.0126708257692343,13930.54,0,0,0,0,0
1648,"Saint-Martin (French part)",-63.06026162,18.07951308,1,56.47,67.54,26.4,0.49,798.49,15456.13,0,14,177,0,356
1650,"Anjouan",44.43615504,-12.22209389,1,435.25,289.9,23.2,0.93,108.25,1347.8,0,0,0,0,0
1651,"Grande Comore",43.35420891,-11.6625806,1,1027.93,534.03,22.3,1.27,350.5,1347.8,0,0,0,0,0
1652,"Mohéli",43.73323719,-12.32546415,1,220.28,157.41,24.4,1.02,1323.13,1347.8,0,0,0,0,0
1654,"Andorra",1.57568833,42.54858297,0,509.56,396.33,4.3,1.29,143.56,35194.25,0.02,0,0,0,0
1655,"Bosnia and Herzegovina",17.78595047,44.16869422,0,51554.09,412.98,9.2,1,74.73,8898.64,0.21,0,0,0,0
1657,"Micronesia (Federated States of)",154.64917485,7.08124435,1,779.92,126.05,27,2.46,136.01,3410.28,0,0,249,0,0
993,"Malta",14.39976722,35.92292967,1,324.05,48.09,18.7,0.32,1304.58,28177.57,0,164,0,0,0
1659,"Aldan (Far East), Russia",136.91612055,58.66450861,0,217513.7,324.11,-9.5,0.8,0.03,20512.07,0,0,0,0,0
1660,"Amgun, Russia",136.3278392,53.45331477,0,228009.57,392.24,-4,0.88,0.39,20169.56,0,0,0,0,0
1661,"Anyui, Russia",163.21585136,66.01483945,0,292271.77,258.93,-12.1,0.59,0.04,52312.59,0,0,0,0,0
1662,"Anadyr-Penzhina, Russia",168.23692797,62.93869686,0,102516.9,178.27,-7.2,0.82,0.03,39873.69,0,0,0,0,0
1663,"Bureya, Russia",133.98860404,50.16455054,0,150142.9,421.51,-2,0.91,6.67,18756.13,0.01,0,0,0,0
1665,"Dauria, Russia",123.27767774,54.03893589,0,26002.02,197.03,-4.3,0.63,1.15,16535.99,0.01,0,0,0,0
1666,"Kamchatka Peninsula (with Karaginsky Island), Russia",159.4551948,56.1496042,0,276145.75,377.05,-2.5,1.28,1.55,24543.72,0,0,0,0,0
1667,"Kolyma, Russia",152.06548983,63.06294635,0,209484.98,319.91,-11.8,0.62,0.15,28825.63,0,0,0,0,0
1669,"Koryakia, Russia",170.70143856,61.70331601,0,106616.98,305.68,-6.6,1.09,0.06,35337.31,0,0,0,0,0
1670,"Lower Zeya, Russia",129.301317,51.87476843,0,222018.5,210.51,-2.5,0.73,4.03,17067.28,0.05,0,0,0,0
1671,"Nyukzha, Russia",122.4581623,55.85400322,0,46159.52,241.9,-6.8,0.79,0.2,17008.96,0,0,0,0,0
1673,"North Sakhalin, Russia",142.76595576,51.93850072,0,40577.68,195.63,-1.7,1.02,1.81,76922.56,0,0,0,0,0
1674,"Okhota, Russia",151.62028147,60.82579577,0,312114.35,373.43,-7.9,0.83,0.43,25744.62,0,0,0,0,0
1675,"South Kuril Islands, Russia",147.93225769,45.02233196,0,6700.51,241.77,3.4,2.04,2.58,76562.54,0.05,0,0,0,0
1676,"South Sakhalin, Russia",142.67614917,48.58589424,0,37761.64,193.14,0.9,1.12,11.29,76927.76,0,0,0,0,0
1677,"Ussuri, Russia",136.19137431,46.94146637,0,291625.73,309.62,0.3,0.96,10.79,19223.23,0.03,0,0,0,0
1678,"Upper Zeya, Russia",128.09823613,54.90754101,0,75662.57,254.23,-5.6,0.81,0.7,17137.85,0.02,0,0,0,0
1679,"Bolshoi Syrt, Kazakhstan",50.99991914,51.32047218,0,9704.7,36.39,5.8,0.31,26.33,27180.54,0.47,0,0,0,0
1680,"Zapadnii Melkosopochnik, Kazakhstan",70.59622417,49.67577048,0,235600.44,144.36,3.3,0.21,7.03,18963.86,0.07,0,0,0,0
1681,"Vostochnii Melkosopochnik, Kazakhstan",77.37696956,49.44779943,0,195403.8,237.72,2.9,0.25,4.59,18872.73,0.03,0,0,0,0
1682,"Zaisanskii, Kazakhstan",83.58927037,48.14100851,0,38764.24,198.11,3.4,0.25,2.13,22748.6,0.04,0,0,0,0
1683,"Severnii Ust-Urt, Kazakhstan",54.16427717,44.4053067,0,134432.84,92.96,11,0.08,3.47,22966.13,0,0,0,0,0
1684,"Priaralskii, Kazakhstan",61.30534683,47.26584366,0,94834.47,55.07,7,0.1,1.11,31519.67,0,0,0,0,0
1685,"Kyzyl-Ordynskii, Kazakhstan",64.95343359,45.50006177,0,91800.54,34.89,9.2,0.08,4.45,44553.45,0.01,0,0,0,0
1686,"Betpakdolinskii, Kazakhstan",72.15237786,46.54536834,0,220329.59,136.81,6.4,0.12,1.19,14696.82,0,0,0,0,0
1687,"Muiun-Kumskii, Kazakhstan",70.92230409,44.12843051,0,87041.25,150.39,10.2,0.12,6.55,7762.4,0.04,0,0,0,0
1688,"Balkhash-Alakulskii, Kazakhstan",77.85785482,45.34843435,0,172840.65,219.5,7.7,0.19,9.86,24786.48,0.04,0,0,0,0
1689,"Yuzhnii Ust-Urt, Kazakhstan",54.52948647,42.30563077,0,26892.32,63.67,12.7,0.07,2.36,22432.33,0,0,0,0,0
1690,"Tobolsko-Ishimskii, Kazakhstan",65.73445537,53.2998238,0,188224.4,67.65,2.3,0.32,8.3,18149.86,0.37,0,0,0,0
1691,"Kyzyl-Kumskii, Kazakhstan",64.37521462,43.63056381,0,68740.16,66.67,11.5,0.08,2.98,38418.15,0,0,0,0,0
1692,"Turkestanskii, Kazakhstan",67.95428302,42.45640278,0,43055.84,60.26,13.3,0.14,19.7,17761.73,0.08,0,0,0,0
1693,"Altai, Kazakhstan",83.84039506,49.60625059,0,72098.44,601.58,0.9,0.49,9.59,23121.8,0.09,0,0,0,0
1694,"Tatbagatai, Kazakhstan",82.41964186,47.52500634,0,30779.13,470.16,2.3,0.32,2.53,22567.74,0.13,0,0,0,0
1695,"Dzhungarskii Alatau, Kazakhstan",79.37217697,45.00118803,0,43066.76,934.25,3.3,0.42,8.93,25535.23,0.09,0,0,0,0
1696,"Zailiiskii Alatau, Kazakhstan",77.61652863,43.08773014,0,34280.22,944.25,3.1,0.47,42.85,20231.65,0.09,0,0,0,0
1697,"Chu-Iliiskie Gory, Kazakhstan",74.24062415,43.93330677,0,8322.32,230.26,9.3,0.22,6.92,7241.27,0.05,0,0,0,0
1698,"Kyrgyzskii Alatau, Kazakhstan",72.53769056,42.79930091,0,6103.54,906.58,6.4,0.34,16.98,6656.3,0.09,0,0,0,0
1699,"Karatau, Kazakhstan",68.38057771,43.79908371,0,30624.28,293.56,11.1,0.13,11.79,20672.47,0.05,0,0,0,0
1700,"Zapadnii Tian-Shan, Kazakhstan",70.00113071,42.26715164,0,19120.69,753.42,10.2,0.37,82.78,7548.59,0.14,0,0,0,0
1701,"Irtyshskii, Kazakhstan",74.78168241,52.76868224,0,130007.88,69.71,2.5,0.29,5.93,17865.78,0.26,0,0,0,0
1702,"Semipalatinskii borovoi, Kazakhstan",79.93401184,50.92557057,0,13685.08,64.42,3.1,0.28,5.31,27260.51,0.18,0,0,0,0
1703,"Kokchetavskii, Kazakhstan",69.1380983,52.09784104,0,40539.2,48.6,1.9,0.29,6.28,27089.39,0.48,0,0,0,0
1704,"Prikaspiiskii, Kazakhstan",51.00881164,48.41207213,0,233824.97,20.3,8.3,0.15,3.07,53738.7,0.03,0,0,0,0
1705,"Aktiubinskii, Kazakhstan",56.70480542,49.77708674,0,151291.18,101.89,5.2,0.22,5.33,26704.43,0.1,0,0,0,0
1706,"Embenskii, Kazakhstan",56.32064166,47.41365135,0,77452.49,65.2,7.8,0.12,0.89,33752.4,0,0,0,0,0
1707,"Turgaiskii, Kazakhstan",64.1852298,49.6127255,0,187529.42,89.89,4.9,0.15,0.93,21148.16,0.04,0,0,0,0
1724,"Buryatia North, Russia",112.35583782,55.24304254,0,162869.06,426.28,-6.7,0.72,0.64,11056.83,0,0,0,0,0
1725,"Buryatia South, Russia",106.89972997,52.0147564,0,189698.5,482.28,-3.4,0.56,4.91,11035.65,0.05,0,0,0,0
1726,"Kalar, Russia",118.37678955,55.52966246,0,133854.94,345.72,-7.7,0.74,0.17,11545.03,0,0,0,0,0
1727,"Shilka-Argun, Russia",115.18419142,51.50815143,0,297921.09,275.46,-3.1,0.47,3.79,11333.99,0.07,0,0,0,0
1728,"Angara-Sayany, Russia",101.80138303,55.10551276,0,353435.42,345.53,-2.2,0.57,7.23,17354.98,0.05,0,0,0,0
1729,"Lena-Katanga, Russia",109.78282237,58.58606761,0,416854.07,294.04,-6.1,0.65,0.34,17389.82,0,0,0,0,0
1730,"Putorana, Russia",96.84253129,68.33466082,0,498261.59,300.39,-12,1.01,0.36,90617.38,0,0,0,0,0
1731,"Taimyr, Russia",96.35354171,73.75836054,0,663617.49,127.44,-13.5,0.97,0.1,189765.55,0,0,0,0,0
1732,"Tungusska, Russia",96.94555133,63.15314549,0,648546.59,157.03,-7.8,0.83,0.04,28969.84,0,0,0,0,0
1733,"Upper Enisei, Russia",93.1406659,57.62712789,0,516677.41,336.2,-2.1,0.7,5.38,28692.66,0.06,0,0,0,0
1734,"Kurgan, Russia",64.85795804,55.47396742,0,73612.9,26.55,2,0.45,13.11,13502.54,0.41,0,0,0,0
1735,"Hanty-Mancy, Russia",70.35619598,61.84512957,0,532890.36,76.8,-2.4,0.85,3.06,188931.25,0,0,0,0,0
1736,"Tobol, Russia",69.19563551,57.67035639,0,159411.87,28.39,0.6,0.59,8.88,184717.28,0.11,0,0,0,0
1737,"Yamal-Nenetsk, Russia",74.54976278,67.14672366,0,689728.54,71.58,-7.2,0.93,0.85,189981.58,0,0,0,0,0
1738,"Aldan (Siberia), Russia",129.96202756,59.86793954,0,589550.58,381.68,-9.4,0.68,0.43,31050.27,0,0,0,0,0
1740,"Kolyma (Siberia), Russia",155.30585603,67.78595719,0,136392.17,142.5,-12.7,0.43,0.07,31739.85,0,0,0,0,0
1741,"Olenek, Russia",118.01196975,69.40637963,0,404614.36,208.51,-13.6,0.6,0.03,31500.43,0,0,0,0,0
1742,"Vilyui, Russia",118.7806975,63.66095059,0,860096.94,202.37,-9.9,0.53,0.74,31134.62,0,0,0,0,0
1743,"Yana-Indigirka, Russia",140.64452081,66.82721711,0,699315.43,482.97,-14.1,0.56,0.08,31172.39,0,0,0,0,0
1668,"Commander Islands, Russia",166.49302056,55.00638657,0,1395.1,111.49,1,1.4,0.5,24543.72,0,0,0,0,0
1672,"North Kuril Islands, Russia",155.11133305,49.81131222,0,3835.27,277.86,0.9,2.42,0.8,76927.77,0,0,0,0,0
1745,"Komi, Russia",54.77212812,64.13111728,0,415776.52,125.8,-1.8,1.01,2.2,31051.35,0,0,0,0,0
1746,"Kostroma, Russia",43.81808873,58.45291768,0,60060.92,30.15,2.9,0.85,11.94,10849.61,0.11,0,0,0,0
1747,"Adygey, Russia",39.98715833,44.58125467,0,8057.09,573.2,9.6,0.97,73.97,9507.78,0.35,0,0,0,0
1748,"Astrakhan, Russia",47.33740598,47.11664073,0,46353.63,13.7,9.4,0.18,23.14,12438.59,0.08,0,0,0,0
1749,"Bashkortostan, Russia",56.52830098,54.28201323,0,143987.95,187.91,2.5,0.62,29.11,14552.64,0.33,0,0,0,0
1750,"Belgorod, Russia",37.54530555,50.67102136,0,28346.31,34.25,6.5,0.6,55.89,19283.61,0.58,0,0,0,0
1751,"Bryansk, Russia",33.40628481,52.9103013,0,34215.88,23.66,5.7,0.78,37.68,8874.4,0.37,0,0,0,0
1752,"Ivanovo, Russia",41.72664454,56.99921916,0,23617.08,18.68,3.7,0.79,48.14,8120.76,0.26,0,0,0,0
1753,"Kaliningrad, Russia",21.45331469,54.70570529,0,13531.34,36.93,7.2,0.92,73.63,16124.69,0.28,0,0,0,0
1754,"Kaluga, Russia",35.46502499,54.35552087,0,28934.63,26.42,4.8,0.82,36.15,14267.53,0.32,0,0,0,0
1755,"Nizhegorod, Russia",44.64574921,56.27939499,0,74760.58,33.67,3.8,0.72,46.23,14980.29,0.29,0,0,0,0
1756,"North Ossetia, Russia",44.3252784,43.05388298,0,7112.65,981.86,6.5,0.87,91.54,8032.73,0.23,0,0,0,0
1757,"Pskov, Russia",29.25882147,57.22388127,0,55084.96,49.95,5.1,0.89,12.44,9960.89,0.16,0,0,0,0
1759,"Samara, Russia",50.47094253,53.28817257,0,53279.14,56.99,4.7,0.51,68.93,16640.33,0.55,0,0,0,0
1760,"Saratov, Russia",46.83063376,51.5903637,0,100650.94,71.71,5.8,0.41,27.03,11510.28,0.61,0,0,0,0
1761,"Sverdlovsk, Russia",61.56166748,58.61476251,0,193329.45,121.86,1,0.72,22.77,21021.45,0.07,0,0,0,0
1762,"Udmurt, Russia",52.81131909,57.18971934,0,41505.06,45.74,2.4,0.7,39.01,13628.5,0.34,0,0,0,0
1763,"Vladimir, Russia",40.6919568,55.99478692,0,29013.99,32.18,4.1,0.77,48.48,12052.44,0.22,0,0,0,0
1764,"Yaroslavl, Russia",39.16790104,57.86211613,0,35665.02,28.78,3.7,0.85,38.31,14209.43,0.24,0,0,0,0
1766,"Leningrad plus Novgorod, Russia",32.05372935,59.33999516,0,140572.51,63.42,4,0.95,22.23,21373.19,0.07,0,0,0,0
1771,"Región de Tarapacá, Chile",-69.4063587,-20.13888975,0,43802.66,1390.6,11.9,0.03,7.03,28450.51,0,0,276,0,0
736,"Iquique",-70.04079267,-20.71418509,0,3199.67,302.43,16.7,0,79.19,28263.16,0,0,276,0,0
1773,"Jawa",110.0940616,-7.28517994,1,133564.7,412.4,24.7,1.54,1053.7,7151.75,0.52,5,0,74,347
1792,"Bumthang, Bhutan",90.74313492,27.6993058,0,2727.37,758.8,3.2,0.59,6.54,6867.31,0.02,61,0,0,0
1793,"Chhukha, Bhutan",89.54473142,26.98730982,0,1887.12,894.19,15.2,1.87,54.58,6770.55,0.04,61,0,0,0
1794,"Dagana, Bhutan",89.8714795,26.99838348,0,1729.65,988.52,16.4,1.59,21.68,6737.47,0.04,61,0,0,0
1795,"Gasa, Bhutan",89.89315697,27.998772,0,3146.22,757.82,-1.3,0.38,0.98,6794.7,0.01,61,0,0,0
1796,"Haa, Bhutan",89.15125094,27.3125432,0,1911.97,931.34,7.8,0.99,9.3,6775.13,0.02,61,0,0,0
1797,"Lhuentse, Bhutan",91.12920263,27.76888111,0,2868.72,1046.56,7,0.6,5.57,6814.03,0.02,61,0,0,0
1798,"Monggar, Bhutan",91.2205606,27.26440943,0,1951.16,789.71,15.5,0.94,22.08,6882.69,0.04,61,0,0,0
1799,"Paro, Bhutan",89.3666165,27.49475194,0,1291.98,762.18,6.2,0.65,29.13,6839.34,0.03,61,0,0,0
1800,"Pemagatshel, Bhutan",91.30931952,26.9542401,0,1025.73,485.48,19.2,1.7,39.57,6421.91,0.11,61,0,0,0
1801,"Punakha, Bhutan",89.84998467,27.66345496,0,1113.82,831.58,11.5,0.68,20.87,6882.69,0.04,61,0,0,0
1802,"Samdrupjongkhar, Bhutan",91.77735741,26.97083228,0,1883.06,782.89,18,1.55,42.1,6409.65,0.09,61,0,0,0
1803,"Samtse, Bhutan",89.06167744,27.02441296,0,1309.73,777.6,18.4,2.43,74.23,6602.28,0.09,61,0,0,0
1804,"Sarpang, Bhutan",90.41927576,26.9637602,0,1661.87,719.3,19,1.89,36.78,6522.93,0.05,61,0,0,0
1805,"Thimphu, Bhutan",89.54013943,27.5994103,0,1802.68,808.54,3.7,0.56,52.33,6836.97,0.02,61,0,0,0
1806,"Trashigang, Bhutan",91.7420595,27.27284337,0,2210.94,874.85,11.6,0.9,26.11,6708.01,0.02,61,0,0,0
1807,"Trongsa, Bhutan",90.49601828,27.41865467,0,1820.64,807.21,10.8,0.87,8.59,6882.69,0.03,61,0,0,0
1808,"Tsirang, Bhutan",90.1466321,27.02430815,0,640.36,681.17,17.8,1.53,32.09,6879.33,0.04,61,0,0,0
1809,"Wangduephodrang, Bhutan",90.15324184,27.54309373,0,4051.16,1156.53,7.5,0.77,14,6882.06,0.03,61,0,0,0
1810,"Yangtse, Bhutan",91.50024941,27.66752026,0,1453.82,971.19,8.6,0.66,12.39,6735.28,0.04,61,0,0,0
1811,"Zhemgang, Bhutan",90.85615881,27.05626019,0,2425.71,833.06,17.4,1.45,12.48,6812.92,0.06,61,0,0,0
1815,"Central Canada",-108.27384801,70.77278598,0,994403.23,150.97,-13.6,0.49,0.01,62786.48,0,140,0,0,0
1816,"East Chukotka, Russia",-131.35417169,66.40770051,0,116613.4,175.51,-7.9,1.13,0.1,64587.3,0,0,0,0,0
1817,"Eastern Greenland",-26.84174905,71.54744401,1,177080.66,635.17,-10.2,1.9,0.01,34829.17,0,0,0,0,0
1819,"Hudson Bay - Labrador, Canada",-80.86579179,66.25741713,0,1268910.87,239.6,-11.5,0.95,0.03,58403.6,0,140,0,0,0
1820,"Kanin-Pechora, Russia",55.61474487,67.72786634,0,161290.71,58.26,-4.3,1.02,0.79,24793.92,0,0,0,0,0
1821,"Kharaulakh, Russia",128.78708801,71.22112583,0,15860.66,157.9,-13.1,0.85,0.05,31205.15,0,0,0,0,0
1825,"South Chukotka, Russia",168.60698131,65.19204558,0,96831.01,188.44,-8.4,0.9,0.15,64587.3,0,0,0,0,0
1827,"West Chukotka, Russia",157.73116753,68.41132168,0,181175.96,298.01,-12,0.68,0.06,64136.89,0,0,0,0,0
1829,"Western Greenland",-54.47819261,69.08218899,1,138232.24,343.21,-5.8,1.15,0.33,34829.17,0,0,0,0,0
1832,"Yana-Kolyma, Russia",146.76871174,71.60334274,0,244043.74,43.56,-14.7,0.59,0.05,31205.15,0,0,0,0,0
1833,"Brussels Capital Region, Belgium",4.36741488,50.83642581,0,156.09,29.73,10.5,0.93,5780.36,57813.41,0.03,0,0,0,0
1834,"Flanders, Belgium",4.24256922,51.03658924,0,13683.93,27.73,10.2,0.94,481.41,41889.97,0.33,0,0,0,0
1835,"Wallonia, Belgium",5.01145322,50.31237545,0,16827.49,149.69,9.1,1.12,212.89,31161.08,0.25,0,0,0,0
1839,"Bali",115.13210988,-8.36967694,1,5626.72,419.95,24,1.38,700.41,6853.34,0.57,3,0,74,347
