"OBJIDsic","name","LON","LAT","island","area","dem.sd","temp.mean","aridity.mean","pop.dens.2010.mean","gdp.pc.2011.mean","crop.area.prop","time.emp.GB","time.emp.ESP","time.emp.PRT","time.emp.NL"
984,"Veracruz",-96.40308243,19.37462843,0,71447.11,568.6,23.8,1.06,115.69,10982.63,0.57,0,302,0,0
985,"Yucatán",-88.94097997,20.7781179,0,38052.97,29.92,25.8,0.57,55.16,13743.25,0.42,0,279,0,0
986,"Zacatecas",-102.69962879,23.30917677,0,75160.99,270.76,16.7,0.23,20.81,11043.27,0.19,0,291,0,0
987,"Ailinginae Atoll",166.43300651,11.1272259,1,5.19,0.29,27.8,0.94,0,0,0,0,0,0,0
988,"Eniwetok, Mashall Islands",162.29615831,11.49774117,1,10.22,1.05,27.8,0.81,65.73,3126.52,0,0,0,0,0
989,"Majuro Atoll, Marshall Islands",171.21602431,7.11907417,1,22.42,0.97,27.6,1.79,1212,3126.52,0,0,0,0,0
990,"Rongelap Atoll",166.8758655,11.29421133,1,11.43,0.79,27.8,0.93,6.08,0,0,0,0,0,0
991,"The former Yugoslav Republic of Macedonia",21.69955515,41.59307856,0,25334.37,433,9.9,0.54,82.17,11595.08,0.25,0,0,0,0
992,"Mali",-3.52228927,17.34774498,0,1260427.93,81.56,28.4,0.11,12.27,1880.67,0.04,0,0,0,0
994,"Alamagan, Marianas",145.83286659,17.59960817,1,13.94,126.92,26.2,1.08,0,0,0,0,377,0,0
995,"Agrihan, Marianas",145.66842431,18.77220765,1,47.15,227.2,25,1.14,0,0,0,0,377,0,0
996,"Asuncion Island, Marianas",145.4192446,19.68311712,1,18.94,168.01,26,0.94,0,0,0,0,377,0,0
997,"Aguijan, Marianas",145.55880707,14.85245242,1,7.6,30.86,27.5,1.13,0,0,0,0,377,0,0
998,"Anatahan, Marianas",145.67687596,16.35224568,1,35.33,106.07,26.4,1.23,0,0,0,0,377,0,0
999,"Farallon de Pajaros, Marianas",144.8937948,20.5449116,1,2.8,26.45,25.9,0.91,0,0,0,0,377,0,0
1000,"Guguan, Marianas",145.84133099,17.30978203,1,4.61,36.67,26.4,1.07,0,0,0,0,377,0,0
1001,"Maug Islands, Marianas",145.22453171,20.02149065,1,4.1,10.98,26.4,0.88,0,0,0,0,377,0,0
1002,"Pagan, Mariana Islands",145.76670063,18.11635453,1,48.3,86.73,26.5,1.02,0,0,0,0,377,0,0
1003,"Rota, Marianas",145.2140925,14.15743544,1,90.22,121.21,27.2,1.21,23.3,41376,0,0,377,0,0
1004,"Sarigan, Marianas",145.77915867,16.70450965,1,5.14,68.88,26.6,1.1,0,0,0,0,377,0,0
1005,"Saipan, Marianas",145.75396345,15.18912898,1,123.25,70.05,27.4,1.14,456.75,41376,0,0,377,0,0
1006,"Tinian, Marianas",145.63156613,15.01335054,1,104.24,31.12,27.6,1.13,37.5,41376,0,0,377,0,0
1007,"Nassa",36.46216181,-13.07106911,0,129483.52,229.92,23.4,0.67,12.6,537.57,0.08,0,0,280,0
1008,"Manica",33.43244239,-19.03983459,0,63185.6,257.96,22.8,0.5,28.06,734.57,0.05,0,0,280,0
1009,"Gaza",32.80027552,-23.32010812,0,75915.43,101.79,23.9,0.32,19.13,927.82,0.04,0,0,280,0
1010,"Inhambane",34.50918783,-22.80878565,0,68437.34,46.89,23.6,0.44,20.99,1063.05,0.02,0,0,441,0
1011,"Maputo",32.44933461,-25.5420086,0,23773.9,83.76,22.5,0.44,123.41,2724.82,0.07,0,0,204,0
1012,"Nampula",39.25697443,-14.96365802,0,78738.88,213.06,24.6,0.57,61.96,679.42,0.05,0,0,470,0
1013,"Cabo Delgado",39.36694245,-12.45871029,0,78629.1,163.03,25.2,0.57,24.71,595.22,0.03,0,0,431,0
1014,"Zambezia",36.98677095,-16.65950034,0,103267.59,267.18,24.2,0.79,45.26,529.81,0.07,0,0,431,0
1015,"Sofala",34.67834079,-19.05274316,0,67701.88,133.3,24.6,0.58,28.97,1403.29,0.04,0,0,470,0
1016,"Tete",32.76520558,-15.52172965,0,101546.04,316.05,23.5,0.45,23.27,671.17,0.07,0,0,444,0
1017,"Mauritania",-10.33285221,20.25646738,0,1042443.07,123.24,27.7,0.03,3.69,3408.23,0.01,0,91,0,0
1018,"Montserrat",-62.18968496,16.73945201,1,101.21,159.8,25.8,0.79,53.18,11650,0,313,0,0,0
1019,"Martinique",-61.01811451,14.65274682,1,1121.41,181.4,26,1.02,345.72,10395.25,0,14,0,0,0
1021,"Malawi",34.2883337,-13.19710377,0,117661.19,413.91,21.8,0.62,132.03,1121.31,0.12,73,0,0,0
1023,"Namibia",17.21857594,-22.13868212,0,829428.98,348.83,20.4,0.11,2.59,8630.54,0.01,5,0,0,0
1025,"Niger",9.40502513,17.42061223,0,1187373.27,156.93,27.3,0.04,13.7,847.18,0.12,0,0,0,0
1026,"Norfolk Island",167.95226558,-29.03257933,1,38.01,38.08,19.2,0.85,62.66,33394.1,0,98,0,0,0
1027,"Nigeria",8.10129901,9.59431755,0,915444.17,223.52,26.6,0.64,175.19,4477.97,0.4,86,0,0,0
1028,"Nicaragua",-85.03024394,12.83990921,0,129964.97,266.34,25.2,1.25,46.96,3229.4,0.18,0,298,0,0
1029,"Netherlands",5.62264365,52.23467873,0,34464.77,19.55,9.6,1.03,485.04,44408.23,0.27,0,0,0,0
1031,"Jan Mayen",-8.56604617,70.9407213,1,1.9,15.03,-0.6,1.91,0,62736.68,0,0,0,0,0
1032,"Svalbard",22.98493197,78.95340023,1,1629.32,100.88,-7.4,5.19,0.09,62736.68,0,0,0,0,0
1033,"Nepal",83.9345607,28.24958119,0,148593.71,1739.84,13.8,0.97,189.64,1946,0.17,65,0,0,0
1034,"Nauru",166.93448367,-0.52847048,1,22.3,7.19,27.6,1.11,569.58,6233.9,0,30,0,0,0
1036,"Auckland Islands",166.09726329,-50.73648431,1,599.12,133.43,7.3,2.6,0,32734.38,0,0,0,0,0
1037,"Chatham Islands",-176.52521605,-43.93848486,1,819.72,76.07,11.4,1.17,0.97,32734.38,0,51,0,0,0
1068,"Peru",-74.37806457,-9.15438848,0,1298027.44,1624.95,19.5,1.26,23.09,7615.82,0.03,0,291,0,0
1069,"Philippines",122.89618345,11.81427072,1,281682.71,387.56,25.8,1.71,338.05,4358.83,0.31,2,333,0,0
1070,"Poland",19.41712936,52.12218074,0,312798.92,132.78,7.8,0.72,124.78,21641.99,0.47,0,0,0,0
1071,"Puerto Rico",-66.46814796,18.22200988,1,9019.11,224.18,24.5,0.97,416.2,34048.11,0.09,0,389,0,0
1072,"Korea, Democratic People's Republic of",127.18385814,40.14335779,0,123057.18,508.82,6.3,1.02,201.12,1968.2,0.23,0,0,0,0
1075,"Desertas",-16.50883382,32.50762808,1,14.01,87.53,18.2,0.36,0,0,0,0,0,0,0
1076,"Madeira",-16.9991297,32.74633725,1,743.01,394.36,15.3,0.48,345.35,26932.41,0,13,3,250,0
1077,"Porto Santo",-16.34217391,33.06918042,1,40.44,62.48,18.3,0.29,114.54,26932.41,0,0,0,484,0
1078,"Salvage Islands",-15.91922771,30.11226344,1,4.86,22.25,19.3,0.03,0,28760.07,0,0,0,484,0
1079,"Agakauitai, French Polynesia (Gambier Islands)",-135.0355781,-23.16622139,1,0.93,9.15,23.8,1.08,14.12,0,0,0,0,0,0
1081,"Maria, French Polynesia (Austral Islands)",-154.70243362,-21.80933241,1,2.06,1.54,24,1.31,51.07,0,0,0,0,0,0
1082,"Raivavae, French Polynesia (Austral Islands)",-147.65258274,-23.86795097,1,19.2,52.84,22.3,1.23,46.77,23583,0,0,0,0,0
1083,"Rimatara, French Polynesia (Austral Islands)",-152.80573421,-22.64883835,1,8.47,10.78,23.3,1.28,64.83,23583,0,0,0,0,0
1084,"Rurutu, French Polynesia (Austral Islands)",-151.34584062,-22.47492596,1,34.83,57.64,22.8,1.28,59.15,23583,0,0,0,0,0
1085,"Tubuai, French Polynesia (Austral Islands)",-149.47961824,-23.37259992,1,48.72,55.3,22.7,1.22,42.36,23583,0,0,0,0,0
1086,"Bellingshausen, French Polynesia",-154.52284244,-15.81409708,1,3.68,0.78,26.9,1.12,37.67,0,0,0,0,0,0
1087,"Rapa, French Polynesia (Bass Islands)",-144.34683498,-27.60601395,1,48.44,66.08,20.4,1.32,9.54,23583,0,0,0,0,0
1088,"Akamaru, French Polynesia (Gambier Islands)",-134.91381536,-23.1874353,1,2.72,22.78,23.6,1.09,14.12,23583,0,0,0,0,0
1089,"Aukena, French Polynesia (Gambier Islands)",-134.90355645,-23.13200477,1,1.84,9.91,23.8,1,14.12,23583,0,0,0,0,0
1092,"Mangareva, French Polynesia (Gambier Islands)",-134.97075669,-23.10974074,1,15.8,43.1,23.6,1.12,14.12,23583,0,0,0,0,0
1093,"Taravai, French Polynesia (Gambier Islands)",-135.03957774,-23.14719913,1,5.62,23.11,23.7,1.1,14.12,23583,0,0,0,0,0
1094,"Tauna, French Polynesia (Gambier Islands)",-134.85137337,-23.14638439,1,0.03,0,23.8,1,0,0,0,0,0,0,0
1095,"Tekava, French Polynesia (Gambier Islands)",-134.85251838,-23.16486249,1,0.1,0,23.8,1,0,0,0,0,0,0,0
1096,"Temoe, French Polynesia (Gambier Islands)",-134.47989084,-23.3460039,1,21.91,0.62,23.9,1.61,14.12,0,0,0,0,0,0
1097,"Tarauru Roa, French Polynesia (Gambier Islands)",-134.85253405,-23.10975813,1,0.93,0.46,24,0.99,14.12,0,0,0,0,0,0
1098,"Henderson, Pitcairn Islands",-128.32288812,-24.37672587,1,44.75,5.35,22.9,0.96,2.49,0,0,0,0,0,0
1099,"Eiao, French Polynesia (Marquesas Islands)",-140.68740599,-7.99628693,1,41.33,116.14,25.8,0.68,9.64,0,0,0,0,0,0
1110,"Pitcairn, Pitcairn Islands",-130.10626268,-25.06964689,1,4.94,43.97,22.2,1.05,2.49,23583,0,156,0,0,0
1111,"Bora Bora, French Polynesia (Society Islands)",-151.73894865,-16.49404583,1,32.93,48.52,26.1,1.11,223.85,23583,0,67,0,0,0
1112,"Huahine, French Polynesia (Society Islands)",-151.00251004,-16.74647088,1,82.52,74.26,25.6,1.11,77.96,23583,0,0,0,0,0
1113,"Maiao, French Polynesia (Society Islands)",-150.62868696,-17.65707106,1,13.16,11.2,25.5,1.09,27.62,23583,0,0,0,0,0
1114,"Maupiti, French Polynesia (Society Islands)",-152.26503506,-16.44215475,1,13.54,35.25,26.3,1.12,37.67,23583,0,0,0,0,0
1115,"Mehetia, French Polynesia (Society Islands)",-148.06752346,-17.87526974,1,2.53,26.87,24.9,1.05,25.76,0,0,0,0,0,0
1116,"Moorea, French Polynesia (Society Islands)",-149.83370918,-17.52905507,1,135.12,119.78,24.4,1.08,128.22,23583,0,0,0,0,0
1117,"Mopelia, French Polynesia (Society Islands)",-153.94404545,-16.80177062,1,6.02,0.93,26.6,1.14,37.67,23583,0,0,0,0,0
1118,"Raiatea, French Polynesia (Society Islands)",-151.43688607,-16.8220116,1,174.59,127.69,25.3,1.25,70.1,23583,0,0,0,0,0
1119,"Tahaa, French Polynesia (Society Islands)",-151.4936709,-16.62298511,1,95.44,78.3,25.7,1.13,52.85,23583,0,0,0,0,0
1120,"Tetiaroa, French Polynesia (Society Islands)",-149.56660957,-17.00452016,1,6.28,2.02,25.7,1.02,440.27,23583,0,0,0,0,0
1121,"Tahiti, French Polynesia (Society Islands)",-149.400753,-17.67748619,1,1058.92,299.95,23.1,1.27,170.59,23583,0,150,0,0,0
1122,"Tupai, French Polynesia (Society Islands)",-151.81612284,-16.26204299,1,11.21,1.93,26.5,1.08,240.34,0,0,0,0,0,0
1126,"Fakahina, French Polynesia (Tuamotu Archipelago)",-140.13324426,-15.98666636,1,15.73,1.08,26.6,0.77,7.95,23583,0,0,0,0,0
1127,"Fangataufa, French Polynesia (Tuamotu Archipelago)",-138.74641945,-22.24004635,1,11.99,0.39,24.6,0.99,4.36,0,0,0,0,0,0
1128,"Hao, French Polynesia (Tuamotu Archipelago)",-140.86958345,-18.25654105,1,46.58,0.95,25.9,0.86,14.15,23583,0,0,0,0,0
1130,"Kaukura, French Polynesia (Tuamotu Archipelago)",-146.70951007,-15.72965575,1,20.36,1.61,26.5,0.93,34.09,23583,0,0,0,0,0
1141,"Tenararo, French Polynesia (Tuamotu Archipelago)",-136.74675043,-21.30554754,1,4.18,0.72,24.8,0.94,14.12,0,0,0,0,0,0
1142,"Tenarunga, French Polynesia (Tuamotu Archipelago)",-136.54296822,-21.34504168,1,5.97,1.35,24.8,0.95,14.12,0,0,0,0,0,0
1143,"Tikehau, French Polynesia (Tuamotu Archipelago)",-148.16513776,-15.00531875,1,37.15,0.99,26.7,0.93,15.46,23583,0,0,0,0,0
1144,"Takapoto, French Polynesia (Tuamotu Archipelago)",-145.20643947,-14.62873578,1,19.03,0.78,27.1,0.83,23.46,23583,0,0,0,0,0
1146,"Tepoto North, French Polynesia (Tuamotu Archipelago)",-141.42881178,-14.10199642,1,2.69,2.24,26.9,0.65,0,0,0,0,0,0,0
1147,"Toau, French Polynesia (Tuamotu Archipelago)",-146.01805669,-15.85363672,1,16.61,0.77,26.5,0.89,18.64,23583,0,0,0,0,0
1148,"Vahanga, French Polynesia (Tuamotu Archipelago)",-136.65301772,-21.33263089,1,5.5,0.47,24.8,0.94,14.12,0,0,0,0,0,0
1149,"Qatar",51.18957186,25.30994762,0,10647.02,17.66,26.6,0.03,158.19,133617.73,0,56,0,29,0
1150,"Romania",24.95698437,45.84646591,0,237637.76,384.39,8.9,0.64,86.66,15095.64,0.42,0,0,0,0
1151,"Khabarovsk",137.32255556,54.82637815,0,784970.73,391.81,-5.3,0.89,1.9,20353.6,0,0,0,0,0
1152,"Anuchina, Kuril Islands",146.00312111,43.36924527,1,2.35,3.63,5.1,1.81,5.24,0,0,0,0,0,0
1153,"Demina, Kuril Islands",146.16206989,43.41730043,1,0.6,1.23,5.1,1.9,0,0,0,0,0,0,0
1154,"Ekarma, Kuril Islands",153.95392408,48.94514557,1,33.04,211.85,0.9,2.87,0.74,76927.77,0,0,0,0,0
1155,"Iturup, Kuril Islands",147.87723076,45.07598001,1,3175.89,234.9,3.2,2,1.49,76927.77,0.04,0,0,0,0
1156,"Ketoi, Kuril Islands",152.47776072,47.33699136,1,71.4,245.63,1.5,2.94,0.74,76927.77,0,0,0,0,0
1157,"Kharimkotan, Kuril Islands",154.5257529,49.12071364,1,77.74,230.37,1.2,2.7,0.73,76927.77,0,0,0,0,0
1158,"Kunashir, Kuril Islands",145.94708995,44.17327664,1,1488.6,228.21,4.5,1.58,5.24,76927.76,0.03,0,0,0,0
1159,"Makanrushi, Kuril Islands",154.43631833,49.7763978,1,50.85,258.16,0.4,2.87,0.74,76927.77,0,0,0,0,0
1160,"Matua, Kuril Islands",153.21601379,48.0805212,1,51.97,292.54,1.3,2.82,0.74,0,0,0,0,0,0
1161,"Paramushir, Kuril Islands",155.72264446,50.37294741,1,2032.57,285.68,0.6,2.3,0.74,76927.77,0,0,0,0,0
1162,"Polonskogo, Kuril Islands",146.32388898,43.63092432,1,10.5,1.92,5.1,1.74,5.24,76927.77,0,0,0,0,0
1163,"Shimushir, Kuril Islands",151.99574321,46.94803005,1,339.21,237.11,2,2.92,1.49,76927.77,0,0,0,0,0
1164,"Shikotan, Kuril Islands",146.73890647,43.80086146,1,250.4,56.71,5,1.7,5.24,76927.77,0.02,0,0,0,0
1165,"Shumushu, Kuril Islands",156.35559415,50.73968826,1,384.72,37.82,1.6,1.76,0.74,76927.76,0,0,0,0,0
1166,"Storozhevoy, Kuril Islands",145.89279358,43.38347018,1,0.12,0,5.2,1.71,0,0,0,0,0,0,0
1167,"Tanfilyeva, Kuril Islands",145.91681462,43.43871313,1,13.21,4.1,5.2,1.71,5.4,29459.9,0,0,0,0,0
1168,"Urup, Kuril Islands",149.94922854,45.90567512,1,1422.93,256.52,2.3,2.59,1.49,76927.77,0.11,0,0,0,0
1169,"Ushishir, Kuril Islands",152.82044344,47.52328024,1,5.47,27.56,2,3.17,0,0,0,0,0,0,0
1170,"Yuri, Kuril Islands",146.0636163,43.42217932,1,10.52,5.32,4.9,1.83,5.24,29459.9,0,0,0,0,0
1171,"Zeleny, Kuril Islands",146.13612753,43.50796007,1,58.63,4.75,5.5,1.62,5.24,29459.9,0,0,0,0,0
1172,"Leningrad",31.68093836,60.00463365,0,84519.77,57.73,3.9,0.96,79.52,25375.92,0.06,0,0,0,0
1173,"Lipetsk",39.1330655,52.64626573,0,24161.31,32.88,5.8,0.62,50.44,16588.05,0.65,0,0,0,0
1174,"Mordovia",44.4725418,54.37113417,0,25941.89,40.48,4.2,0.61,34.7,9841.53,0.47,0,0,0,0
1175,"Moskva",37.6470218,55.65807642,0,46766.32,38.6,4.7,0.81,407.05,41289.21,0.25,0,0,0,0
1176,"Ryazan",40.62439363,54.32837016,0,39683.26,28.55,5.1,0.66,29.95,11958.09,0.44,0,0,0,0
1178,"Altai Republic",87.03321895,50.73059212,0,92401.63,683.51,-3,0.68,2.24,1993.2,0.02,0,0,0,0
1179,"Irkutsk",106.35779859,57.09641795,0,771589.86,324.14,-4.4,0.62,3.5,17343.54,0.02,0,0,0,0
1181,"Kemerovo",87.22304313,54.79443883,0,94951.32,237.66,0.5,0.73,30.02,18066.39,0.15,0,0,0,0
1183,"Omsk",73.34833153,56.11546242,0,140650.78,19.54,0.9,0.5,14.44,16612.29,0.3,0,0,0,0
1184,"Buryat",109.50304505,53.55476317,0,351690.46,460.81,-4.9,0.63,2.94,10988.19,0.03,0,0,0,0
1185,"Khakass",89.89780093,53.3931195,0,61451.65,470.88,-0.6,0.71,8.74,13889.45,0.12,0,0,0,0
1186,"Republic of Tyva",94.79340242,51.57963094,0,169429.45,499.98,-4.8,0.55,1.87,7849.06,0.02,0,0,0,0
1187,"Tomsk",82.14230736,58.49741073,0,313819.5,33.09,-1,0.71,3.43,21869.41,0.02,0,0,0,0
1188,"Zabaykalsky Krai",116.20046506,52.84048969,0,431061.31,303.11,-4.5,0.55,2.69,11407.9,0.05,0,0,0,0
1189,"Tula",37.55757745,53.89123384,0,25457.66,27.3,5.2,0.72,60.8,12197.03,0.58,0,0,0,0
1190,"Tver",34.71340171,57.09414057,0,84234.53,43.02,4.2,0.91,18.03,12759.99,0.18,0,0,0,0
1191,"Voronezh",40.21942769,50.97202321,0,52106,35.1,6.5,0.54,47.3,11040.36,0.59,0,0,0,0
1192,"Rwanda",29.93879739,-1.99134605,0,25091.87,348.2,18.8,0.88,430.91,1377.85,0.3,0,0,0,0
1193,"Saudi Arabia",44.53686367,24.12232704,0,1930317.92,399.81,25.9,0.03,14.74,47411.91,0.01,0,0,0,0
1195,"Senegal",-14.46307741,14.36833907,0,197846.33,41.11,27.8,0.26,75.92,2156.34,0.12,124,0,368,60
1196,"Singapore",103.82013124,1.35659815,1,678.23,12.02,27,1.57,7281.28,63017.04,0.32,140,0,0,0
1198,"Gough Island",-9.94232256,-40.31881133,1,72.19,205.12,10.3,2.8,0,0,0,0,0,0,0
1199,"Inaccessible Island",-12.67806529,-37.3005025,1,14.73,131.97,13.4,1.07,0,0,0,0,0,0,0
1200,"Nightingale",-12.48388001,-37.42453519,1,3.47,31.34,14.6,1,0,0,0,144,0,0,0
1201,"Tristan da Cunha",-12.28510296,-37.11244275,1,98.24,432.14,11.5,1.16,2.37,34266.97,0,144,0,0,0
1202,"Sierra Leone",-11.77522898,8.55059521,0,73276.76,183.77,26.1,1.63,72.37,1405,0.08,123,0,0,0
1203,"Somalia",45.8483581,6.06654483,0,639808.56,373.56,26.4,0.12,15.26,548.78,0.02,71,0,252,0
1204,"Saint Pierre and Miquelon",-56.30612701,46.93020456,1,255.12,50.79,5.1,2.21,29.2,38206.21,0,74,0,0,0
1206,"Suriname",-55.91907519,4.1160092,0,143471.72,119.5,26.1,1.31,2.74,14939.67,0,17,0,0,322
1207,"Slovakia",19.48038297,48.7049353,0,48416.55,306.85,7.8,0.86,112.2,21770.13,0.31,0,0,0,0
1208,"Slovenia",14.82653837,46.12356417,0,20415.61,346.99,8.7,1.62,101.36,26930.6,0.1,0,0,0,0
1209,"Sweden",16.73138544,62.76510662,0,441211.49,249.47,2.6,1.09,21.17,42789.32,0.06,0,0,0,0
1210,"Swaziland",31.49026616,-26.57902292,0,16852.9,368.87,20.3,0.49,69.51,7863.44,0.11,71,0,0,0
1212,"African Banks, Seychelles",53.38679286,-4.88012685,1,0.07,0,27.1,0.82,0,0,0,0,0,0,0
1213,"Aldabra, Seychelles",46.36881407,-9.42548334,1,165.27,1.24,26.5,0.5,3.93,0,0,162,0,0,0
1214,"Alphonse, Seychelles",52.72647688,-7.00618449,1,1.94,1.63,27,0.75,0,0,0,162,0,0,0
1215,"Aride, Seychelles",55.66656933,-4.21257091,1,0.84,4.49,27.7,1.12,0,0,0,162,0,0,0
1216,"Assumption, Seychelles",46.51151204,-9.73086526,1,12.15,2.01,26.6,0.47,3.93,10805.1,0,0,0,0,0
1217,"Astove, Seychelles",47.74172252,-10.08660356,1,11.03,1.23,26.6,0.47,3.93,0,0,0,0,0,0
1218,"Bird, Seychelles",55.20548702,-3.72020926,1,1.04,0,28,1.17,0,0,0,162,0,0,0
1219,"Booby Island, Seychelles",55.67335667,-4.25860835,1,0.06,0,27.2,1.1,0,22556.58,0,0,0,0,0
1220,"Cocos, Seychelles",55.86536323,-4.31219654,1,0.04,0,27.1,1.12,0,22556.58,0,0,0,0,0
1221,"Coetivy, Seychelles",56.27999428,-7.12963718,1,10.05,3.89,26.8,0.98,3.93,10805.1,0,162,0,0,0
1222,"Conception, Seychelles",55.36599167,-4.66376747,1,0.71,3.48,27.2,1.09,106.53,10805.1,0,0,0,0,0
1223,"Cosmoledo, Seychelles",47.57317522,-9.7263234,1,6.31,2.21,26.7,0.57,3.93,0,0,0,0,0,0
1224,"Cousin, Seychelles",55.66285795,-4.33123068,1,0.44,0,28,1.14,225.32,22556.58,0,0,0,0,0
1225,"Cousine, Seychelles",55.64772396,-4.35073595,1,0.32,0.08,28,1.14,234.51,22556.58,0,0,0,0,0
1226,"Curieuse, Seychelles",55.72523367,-4.28281781,1,3.37,8.21,27.2,1.1,187.23,22556.58,0,162,0,0,0
1227,"Darros, Seychelles",53.29846409,-5.41573066,1,1.77,1.02,27.1,0.82,0,0,0,162,0,0,0
1228,"Denis, Seychelles",55.66664138,-3.80583528,1,1.68,1.52,27.5,1.12,0,0,0,162,0,0,0
1229,"Desroches, Seychelles",53.66904019,-5.68939571,1,4.39,1.46,27,0.83,3.93,10805.1,0,141,0,0,0
1230,"Desnoefs, Seychelles",53.04342239,-6.23487558,1,0.5,3,27.6,0.96,0,0,0,0,0,0,0
1231,"Farquhar, Seychelles",51.165566,-10.15932087,1,9.19,1.6,26.4,0.53,3.93,10805.1,0,11,0,0,0
1232,"Felicite, Seychelles",55.87486529,-4.32806084,1,2.9,21.58,27.1,1.12,50.68,22556.58,0,162,0,0,0
1233,"Fregate, Seychelles",55.9413175,-4.58633319,1,2.31,3.28,27.2,1.12,0,0,0,0,0,0,0
1234,"Grande Soeur, Seychelles",55.86910569,-4.28991463,1,0.9,7.13,27.3,1.11,0,0,0,162,0,0,0
1235,"Ile au Cerf, Seychelles",55.50044988,-4.63478272,1,1.14,54,27.2,1.13,813.81,22556.58,0,162,0,0,0
1236,"Ile Anonyme, Seychelles",55.52594033,-4.65965623,1,2.15,5,27.2,1.13,622.9,22556.58,0,162,0,0,0
1237,"Ile Longue, Seychelles",55.50821676,-4.6265988,1,0.25,11,27.2,1.13,736.11,22556.58,0,151,0,0,0
1238,"Ile St Anne, Seychelles",55.50105802,-4.60718457,1,1.47,0,27.1,1.11,771.61,22556.58,0,0,0,0,0
1239,"Ile aux Vaches Marines, Seychelles",55.43358088,-4.68586599,1,0.05,0,27.1,1.12,320.17,22556.58,0,0,0,0,0
1240,"La Digue, Seychelles",55.8378783,-4.36089469,1,10.64,29,27,1.12,232.33,22556.58,0,0,0,0,0
1241,"Mahe, Seychelles",55.46727998,-4.67644341,1,164.1,148.11,26.3,1.2,461.56,22556.58,0,162,0,0,0
1242,"Marianne, Seychelles",55.92110029,-4.3419966,1,1.08,4.94,27.3,1.12,0,0,0,0,0,0,0
1243,"Marie-Louise, Seychelles",53.1438969,-6.17923315,1,0.7,0,27.6,0.96,0,0,0,0,0,0,0
1244,"North Island, Seychelles",55.24457252,-4.39299611,1,2.14,12.65,27.3,1.09,0,22556.58,0,0,0,0,0
1245,"Platte, Seychelles",55.38466256,-5.86369112,1,0.57,0.62,27,0.83,0,0,0,138,0,0,0
1246,"Poivre, Seychelles",53.30634159,-5.76092085,1,3.48,1.82,27,0.87,3.93,10805.1,0,0,0,0,0
1247,"Praslin, Seychelles",55.73014497,-4.32387974,1,39.58,58.88,26.8,1.15,198.41,22556.58,0,162,0,0,0
1248,"Providence, Seychelles",50.98691767,-9.53196011,1,1.34,0,26.7,0.59,0,0,0,162,0,0,0
1249,"Petit Soeur, Seychelles",55.85551649,-4.28818193,1,0.52,2.16,27.3,1.12,0,0,0,0,0,0,0
1250,"Recifs, Seychelles",55.76360943,-4.58228306,1,0.3,0,27.2,1.12,0,0,0,0,0,0,0
1251,"Remire, Seychelles",53.31233649,-5.11664111,1,0.32,0,27.1,0.82,0,0,0,94,0,0,0
1252,"St Francois, Seychelles",52.73813403,-7.15671817,1,0.73,0.4,27,0.75,0,0,0,0,0,0,0
1253,"Silhouette, Seychelles",55.23066488,-4.4872107,1,20.69,108.43,26.1,1.15,3.93,22556.58,0,0,0,0,0
1254,"St Joseph, Seychelles",53.35811905,-5.43712136,1,1.59,1.74,27.7,1.02,0,0,0,0,0,0,0
1255,"St Pierre, Seychelles",50.72751427,-9.33168443,1,1.89,0.6,26.5,0.54,0,0,0,0,0,0,0
1256,"Therese, Seychelles",55.40132488,-4.67404354,1,0.87,1.04,27.1,1.12,162.96,22556.58,0,0,0,0,0
1257,"Chañaral",-69.46391574,-26.26070255,0,28665.29,1463.08,10,0.01,1.41,31092.57,0,0,276,0,0
1258,"Togo",0.96559985,8.54212547,0,56312.12,156.29,26.8,0.67,117.69,1346.93,0.45,0,0,0,0
1259,"Thailand",101.01173176,15.1137771,0,516396.01,287.8,26.3,0.8,131.48,8653.73,0.33,0,0,0,0
1260,"Tonga",-174.82160503,-19.85670954,1,767.37,78.98,24.4,1.32,137.78,5030.65,0,70,0,0,0
1261,"Tunisia",9.56726678,34.1034924,0,156992.13,223.14,20,0.12,72.65,10254.87,0.15,0,0,0,0
1263,"Taiwan",120.96183006,23.7510551,1,36184.15,839.44,19,2.17,652.36,38375.69,0.12,0,0,0,0
1264,"United Republic of Tanzania",34.82385942,-6.29028032,0,944565.03,467.46,22.4,0.55,51.35,1959,0.06,49,0,0,0
1265,"Uganda",32.37819379,1.28185343,0,246199.71,280.38,22.5,0.7,146.09,1644.11,0.34,70,0,0,0
1266,"Ukraine",31.40786587,49.02348696,0,595156.28,151.07,7.9,0.62,78.9,7053.79,0.58,0,0,0,0
1267,"Uruguay",-56.01715506,-32.79821075,0,177839.66,66.3,17.5,0.83,19.27,13777.91,0.08,0,233,142,0
1268,"Alaska",-153.38353643,64.8290021,0,1306134.47,396.42,-3.8,0.75,0.42,54981.11,0,0,0,0,0
1269,"Alabama",-86.82872884,32.79496205,0,134740.9,89.73,17.1,0.97,36.63,41658.88,0.13,49,0,0,0
1270,"Arkansas",-92.44277813,34.90074774,0,137826.34,134.2,15.8,0.86,21.84,40829.71,0.29,0,0,0,0
1271,"Arizona",-111.65767302,34.29662426,0,294973.85,625.3,15.5,0.15,22.06,42825.86,0.02,0,69,0,0
1272,"California",-119.60593685,37.24201089,0,410502.41,735.66,14.1,0.34,92.97,52728.67,0.1,0,52,0,0
