OBJIDsic,Region_new,Region_unique,MainIsl,colonizer,from,to,UN_geospat
726,Concepcion,CHL_Concepcion_726,MAIN,Spain,1551,1817,South_America
727,Copiapo,CHL_Copiapo_727,MAIN,Spain,1541,1817,South_America
728,Capitan_Prat,CHL_Capitan_Prat_728,MAIN,Spain,1541,1817,South_America
729,Cauquenes,CHL_Cauquenes_729,MAIN,Spain,1541,1817,South_America
730,Cautin,CHL_Cautin_730,MAIN,Spain,1552,1817,South_America
731,Curico,CHL_Curico_731,MAIN,Spain,1541,1817,South_America
732,El_Loa,CHL_El_Loa_732,MAIN,Spain,1541,1817,South_America
733,Elqui,CHL_Elqui_733,MAIN,Spain,1544,1817,South_America
734,General_Carrera,CHL_General_Carrera_734,MAIN,Spain,1541,1817,South_America
735,Huasco,CHL_Huasco_735,MAIN,Spain,1541,1817,South_America
736,Iquique,CHL_Iquique_736,MAIN,Spain,1541,1817,South_America
737,Los_Andes,CHL_Los_Andes_737,MAIN,Spain,1541,1817,South_America
738,Llanquihue,CHL_Llanquihue_738,MAIN,Spain,1541,1817,South_America
739,Limari,CHL_Limari_739,MAIN,Spain,1541,1817,South_America
740,Linares,CHL_Linares_740,MAIN,Spain,1541,1817,South_America
741,Melipilla,CHL_Melipilla_741,MAIN,Spain,1541,1817,South_America
742,Magallanes,CHL_Magallanes_742,MAIN,Spain,1584,1817,South_America
743,Maipo,CHL_Maipo_743,MAIN,Spain,1541,1817,South_America
744,Malleco,CHL_Malleco_744,MAIN,Spain,1553,1817,South_America
745,Nuble,CHL_Nuble_745,MAIN,Spain,1580,1817,South_America
746,Osorno,CHL_Osorno_746,MAIN,Spain,1558,1817,South_America
747,Petorca,CHL_Petorca_747,MAIN,Spain,1541,1817,South_America
748,Palena,CHL_Palena_748,MAIN,Spain,1541,1817,South_America
749,Parinacota,CHL_Parinacota_749,MAIN,Spain,1541,1817,South_America
750,Quillota,CHL_Quillota_750,MAIN,Spain,1541,1817,South_America
751,,CHL_Robinso_Crusoe_Island_751,ISL,Spain,1574,1818,South_America
752,San_Antonio,CHL_San_Antonio_752,MAIN,Spain,1541,1817,South_America
754,San_Felipe_de_Aconcagua,CHL_San_Felipe_de_Aconcagua_754,MAIN,Spain,1541,1817,South_America
755,Santiago,CHL_Santiago_755,MAIN,Spain,1541,1817,South_America
756,Talca,CHL_Talca_756,MAIN,Spain,1541,1817,South_America
757,Talagante,CHL_Talagante_757,MAIN,Spain,1541,1817,South_America
758,,CHL_Tierra_del_Fuego_CHL_758,ISL,Spain,1557,1818,South_America
759,Tocopilla,CHL_Tocopilla_759,MAIN,Spain,1541,1817,South_America
760,Ultima_Esperanza,CHL_Ultima_Esperanza_760,MAIN,Spain,1541,1817,South_America
761,Valdivia,CHL_Valdivia_761,MAIN,Spain,1552,1817,South_America
762,Valparaiso,CHL_Valparaiso_762,MAIN,Spain,1541,1817,South_America
764,Tianjing,CHN_Tianjing_764,MAIN,Great_Britain,1860,1943,East_Asia
767,Liaoning,CHN_Liaoning_767,MAIN,Great_Britain,1858,1860,East_Asia
770,Shanghai,CHN_Shanghai_770,MAIN,Great_Britain,1846,1945,East_Asia
771,Jiangsu,CHN_Jiangsu_771,MAIN,Great_Britain,1861,1929,East_Asia
772,Zhejiang,CHN_Zhejiang_772,MAIN,Portugal,1533,1545,East_Asia
772,Zhejiang,CHN_Zhejiang_772,MAIN,Great_Britain,1842,1843,East_Asia
774,Fujian,CHN_Fujian_774,MAIN,Great_Britain,1852,1930,East_Asia
775,Jiangxi,CHN_Jiangxi_775,MAIN,Great_Britain,1861,1927,East_Asia
776,Shandong,CHN_Shandong_776,MAIN,Great_Britain,1898,1940,East_Asia
778,Hubei,CHN_Hubei_778,MAIN,Great_Britain,1861,1927,East_Asia
780,Guangdong,CHN_Guangdong_780,MAIN,Great_Britain,1861,1945,East_Asia
792,HongKong,CHN_HongKong_792,MAIN,Great_Britain,1841,1997,East_Asia
793,Macau,CHN_Macau_793,MAIN,Portugal,1557,1999,East_Asia
797,Cameroon,CMR_Cameroon_797,MAIN,Great_Britain,1922,1961,Mid_South_Africa
800,,COK_Aitutaki_800,ISL,Great_Britain,1821,1900,Micronesia_Polynesia
801,,COK_Atiu_801,ISL,Great_Britain,1821,1900,Micronesia_Polynesia
802,,COK_Mangaia_802,ISL,Great_Britain,1821,1900,Micronesia_Polynesia
803,,COK_Mauke_803,ISL,Great_Britain,1821,1900,Micronesia_Polynesia
804,,COK_Manuae_804,ISL,Great_Britain,1821,1900,Micronesia_Polynesia
805,,COK_Manihiki_805,ISL,Great_Britain,1821,1900,Micronesia_Polynesia
806,,COK_Mitiaro_806,ISL,Great_Britain,1823,1900,Micronesia_Polynesia
807,,COK_Nassau_807,ISL,Great_Britain,1821,1900,Micronesia_Polynesia
808,,COK_Palmerston_808,ISL,Great_Britain,1821,1900,Micronesia_Polynesia
809,,COK_Penrhyn_Tongareva_809,ISL,Great_Britain,1821,1900,Micronesia_Polynesia
810,,COK_Pukapuka_Cook_810,ISL,Great_Britain,1821,1900,Micronesia_Polynesia
811,,COK_Rarotonga_811,ISL,Great_Britain,1821,1900,Micronesia_Polynesia
812,,COK_Rakahanga_812,ISL,Great_Britain,1855,1900,Micronesia_Polynesia
813,,COK_Suwarrow_813,ISL,Great_Britain,1821,1900,Micronesia_Polynesia
814,,COK_Takutea_814,ISL,Great_Britain,1821,1900,Micronesia_Polynesia
817,,CPV_Cape_Verde_817,ISL,Portugal,1462,1975,Western_Africa
818,Costa_Rica,CRI_Costa_Rica_818,MAIN,Spain,1516,1821,Central_America_Carib
819,,CUB_Cuba_819,ISL,Spain,1511,1898,Central_America_Carib
819,,CUB_Cuba_819,ISL,Great_Britain,1762,1763,Central_America_Carib
820,,CUW_Curacao_820,ISL,Netherlands,1634,1795,South_America
820,,CUW_Curacao_820,ISL,Great_Britain,1800,1802,South_America
820,,CUW_Curacao_820,ISL,Netherlands,1802,1807,South_America
820,,CUW_Curacao_820,ISL,Great_Britain,1807,1816,South_America
820,,CUW_Curacao_820,ISL,Netherlands,1816,2010,South_America
821,,AUS_Christmas_Island_821,ISL,Great_Britain,1888,1958,Southeast_Asia
822,,GBR_Cayman_Islands_822,ISL,Great_Britain,1661,1962,Central_America_Carib
823,,CYP_Cyprus_823,ISL,Great_Britain,1887,1960,Western_Asia
827,,DMA_Dominica_827,ISL,Great_Britain,1805,1972,Central_America_Carib
829,,DOM_Dominican_Republic_829,ISL,Spain,1493,1839,Central_America_Carib
833,Egypt,EGY_Egypt_833,MAIN,Great_Britain,1882,1926,North_Africa
834,Eritrea,ERI_Eritrea_834,MAIN,Great_Britain,1941,1951,East_Africa
836,,ESP_Balearics_836,ISL,Great_Britain,1708,1802,Europe
836,,ESP_Balearics_836,ISL,Spain,1229,1983,Europe
841,,FJI_Aiwa_841,ISL,Great_Britain,1872,1970,Micronesia_Polynesia
842,,FJI_Lakeba_842,ISL,Great_Britain,1872,1970,Micronesia_Polynesia
843,,FJI_Nasoata_843,ISL,Great_Britain,1872,1970,Oceania
844,,FJI_Nayau_844,ISL,Great_Britain,1872,1970,Micronesia_Polynesia
845,,FJI_Rotuma_845,ISL,Great_Britain,1872,1970,Oceania
849,,FRA_Corsica_849,ISL,Great_Britain,1794,1796,Europe
853,,GBR_Diego_Garcia_853,ISL,Great_Britain,1920,1965,Southern_Asia
859,Ghana,GHA_Ghana_859,MAIN,Portugal,1476,1823,Western_Africa
859,Ghana,GHA_Ghana_859,MAIN,Great_Britain,1874,1957,Western_Africa
861,,GLP_Maria_Galante_861,ISL,Great_Britain,1759,1763,Central_America_Carib
861,,GLP_Maria_Galante_861,ISL,Great_Britain,1810,1813,Central_America_Carib
862,East,GNB_East_862,MAIN,Portugal,1879,1973,Western_Africa
863,North,GNB_North_863,MAIN,Portugal,1446,1973,Western_Africa
864,South,GNB_South_864,MAIN,Portugal,1879,1973,Western_Africa
866,,GRD_Grenada_866,ISL,Great_Britain,1762,1970,Central_America_Carib
868,French_Guiana,GUF_French_Guiana_868,MAIN,Portugal,1809,1814,South_America
868,French_Guiana,GUF_French_Guiana_868,MAIN,Netherlands,1658,1676,South_America
868,French_Guiana,GUF_French_Guiana_868,MAIN,Great_Britain,1814,1966,South_America
868,French_Guiana,GUF_French_Guiana_868,MAIN,Portugal,1809,1817,South_America
869,,USA_Guam_869,ISL,Spain,1598,1898,Micronesia_Polynesia
870,Guyana,GUY_Guyana_870,MAIN,Netherlands,1580,1815,South_America
870,Guyana,GUY_Guyana_870,MAIN,Great_Britain,1814,1966,South_America
879,,IND_Andaman_and_Nicobar_879,ISL,Great_Britain,1789,1940,Southeast_Asia
879,,IND_Andaman_and_Nicobar_879,ISL,Great_Britain,1868,1947,Southeast_Asia
880,Andhra_Pradesh,IND_Andhra_Pradesh_880,MAIN,Portugal,1598,1610,Southern_Asia
880,Andhra_Pradesh,IND_Andhra_Pradesh_880,MAIN,Netherlands,1606,1781,Southern_Asia
881,Aruchanal_Pradesh,IND_Aruchanal_Pradesh_881,MAIN,Great_Britain,1914,1947,Southern_Asia
882,Assam,IND_Assam_882,MAIN,Great_Britain,1825,1947,Southern_Asia
883,Bihar,IND_Bihar_883,MAIN,Great_Britain,1765,1947,Southern_Asia
884,Chandigarh,IND_Chandigarh_884,MAIN,Great_Britain,1849,1947,Southern_Asia
885,Chhattisgarh,IND_Chhattisgarh_885,MAIN,Great_Britain,1853,1947,Southern_Asia
886,Delhi,IND_Delhi_886,MAIN,Great_Britain,1803,1947,Southern_Asia
887,Goa,IND_Goa_887,MAIN,Portugal,1510,1961,Southern_Asia
888,Gujarat,IND_Gujarat_888,MAIN,Portugal,1535,1961,Southern_Asia
888,Gujarat,IND_Gujarat_888,MAIN,Great_Britain,1609,1947,Southern_Asia
888,Gujarat,IND_Gujarat_888,MAIN,Netherlands,1616,1795,Southern_Asia
888,Gujarat,IND_Gujarat_888,MAIN,Netherlands,1814,1825,Southern_Asia
889,Haryana,IND_Haryana_889,MAIN,Great_Britain,1849,1947,Southern_Asia
890,Himachal_Pradesh,IND_Himachal_Pradesh_890,MAIN,Great_Britain,1849,1947,Southern_Asia
891,Jammu_and_Kashmir,IND_Jammu_and_Kashmir_891,MAIN,Great_Britain,1846,1947,Southern_Asia
892,Jharkhand,IND_Jharkhand_892,MAIN,Great_Britain,1765,1947,Southern_Asia
893,Karnataka,IND_Karnataka_893,MAIN,Portugal,1568,1763,Southern_Asia
893,Karnataka,IND_Karnataka_893,MAIN,Great_Britain,1792,1947,Southern_Asia
894,Kerala,IND_Kerala_894,MAIN,Portugal,1498,1661,Southern_Asia
894,Kerala,IND_Kerala_894,MAIN,Netherlands,1661,1795,Southern_Asia
894,Kerala,IND_Kerala_894,MAIN,Great_Britain,1795,1947,Southern_Asia
895,,IND_Lakshadweep_895,ISL,Great_Britain,1799,1947,Southern_Asia
896,Maharashtra,IND_Maharashtra_896,MAIN,Portugal,1521,1740,Southern_Asia
896,Maharashtra,IND_Maharashtra_896,MAIN,Great_Britain,1638,1947,Southern_Asia
897,Manipur,IND_Manipur_897,MAIN,Great_Britain,1824,1947,Southern_Asia
898,Madhya_Pradesh,IND_Madhya_Pradesh_898,MAIN,Great_Britain,1818,1947,Southern_Asia
899,Meghalaya,IND_Meghalaya_899,MAIN,Great_Britain,1835,1947,Southern_Asia
900,Mizoram,IND_Mizoram_900,MAIN,Great_Britain,1895,1947,Southern_Asia
901,Nagaland,IND_Nagaland_901,MAIN,Great_Britain,1866,1947,Southern_Asia
902,Odisha_Orissa,IND_Odisha_Orissa_902,MAIN,Great_Britain,1765,1947,Southern_Asia
904,Punjab,IND_Punjab_904,MAIN,Great_Britain,1849,1947,Southern_Asia
905,Rajasthan,IND_Rajasthan_905,MAIN,Great_Britain,1818,1947,Southern_Asia
906,Sikkim,IND_Sikkim_906,MAIN,Great_Britain,1861,1947,Southern_Asia
907,Tamil_Nadu,IND_Tamil_Nadu_907,MAIN,Portugal,1502,1657,Southern_Asia
907,Tamil_Nadu,IND_Tamil_Nadu_907,MAIN,Netherlands,1609,1825,Southern_Asia
907,Tamil_Nadu,IND_Tamil_Nadu_907,MAIN,Great_Britain,1639,1947,Southern_Asia
908,Tripura,IND_Tripura_908,MAIN,Great_Britain,1809,1947,Southern_Asia
909,Uttarakhand,IND_Uttarakhand_909,MAIN,Great_Britain,1801,1947,Southern_Asia
910,Uttar_Pradesh,IND_Uttar_Pradesh_910,MAIN,Great_Britain,1775,1947,Southern_Asia
911,West_Bengal,IND_West_Bengal_911,MAIN,Portugal,1579,1632,Southern_Asia
911,West_Bengal,IND_West_Bengal_911,MAIN,Netherlands,1627,1825,Southern_Asia
911,West_Bengal,IND_West_Bengal_911,MAIN,Great_Britain,1757,1947,Southern_Asia
919,Israel,ISR_Israel_919,MAIN,Great_Britain,1920,1948,Western_Asia
921,,ITA_Sardinia_921,ISL,Spain,1516,1708,Europe
922,,ITA_Sicily_922,ISL,Spain,1516,1713,Europe
922,,ITA_Sicily_922,ISL,Spain,1735,1850,Europe
923,,JAM_Jamaica_923,ISL,Spain,1509,1655,Central_America_Carib
923,,JAM_Jamaica_923,ISL,Great_Britain,1655,1962,Central_America_Carib
925,,JPN_Japan_925,ISL,Portugal,1541,1638,Central_Asia
925,,JPN_Japan_925,ISL,Netherlands,1599,1639,Central_Asia
926,Kenya,KEN_Kenya_926,MAIN,Great_Britain,1891,1963,East_Africa
928,,KIR_Kiritimati_928,ISL,Great_Britain,1888,1940,Micronesia_Polynesia
929,,KIR_Palmyra_929,ISL,Great_Britain,1889,1912,Micronesia_Polynesia
930,,KIR_Canton_930,ISL,Great_Britain,1824,1979,Micronesia_Polynesia
931,,KIR_Enderbury_931,ISL,Great_Britain,1880,1937,Micronesia_Polynesia
935,,KIR_Sydney_935,ISL,Great_Britain,1788,1942,Micronesia_Polynesia
936,,KIR_Tabuaeran_936,ISL,Great_Britain,1889,1979,Micronesia_Polynesia
937,,KIR_Teraina_937,ISL,Great_Britain,1889,1979,Micronesia_Polynesia
938,,KNA_Saint_Kitts_938,ISL,Great_Britain,1624,1983,Central_America_Carib
939,,KNA_Nevis_939,ISL,Great_Britain,1628,1983,Central_America_Carib
943,Libya,LBY_Libya_943,MAIN,Great_Britain,1946,1952,North_Africa
944,,LCA_St_Lucia_944,ISL,Great_Britain,1814,1973,Central_America_Carib
946,,LKA_Sri_Lanka_946,ISL,Portugal,1619,1656,Southern_Asia
946,,LKA_Sri_Lanka_946,ISL,Great_Britain,1797,1948,Southern_Asia
947,Lesotho,LSO_Lesotho_947,MAIN,Great_Britain,1874,1966,Mid_South_Africa
951,Morocco,MAR_Morocco_951,MAIN,Portugal,1415,1755,North_Africa
951,Morocco,MAR_Morocco_951,MAIN,Spain,1884,1975,North_Africa
954,Aguascalientes,MEX_Aguascalientes_954,MAIN,Spain,1575,1821,Central_America_Carib
955,Baja_California_Norte,MEX_Baja_California_Norte_955,MAIN,Spain,1759,1821,Central_America_Carib
956,Baja_California_Sur,MEX_Baja_California_Sur_956,MAIN,Spain,1683,1821,Central_America_Carib
957,Campeche,MEX_Campeche_957,MAIN,Spain,1540,1821,Central_America_Carib
958,Chihuahua,MEX_Chihuahua_958,MAIN,Spain,1567,1821,Central_America_Carib
959,Chiapas,MEX_Chiapas_959,MAIN,Spain,1528,1821,Central_America_Carib
960,Coahuila,MEX_Coahuila_960,MAIN,Spain,1575,1821,Central_America_Carib
961,Colima,MEX_Colima_961,MAIN,Spain,1523,1821,Central_America_Carib
962,Distrito_Federal,MEX_Distrito_Federal_962,MAIN,Spain,1521,1821,Central_America_Carib
963,Durango,MEX_Durango_963,MAIN,Spain,1563,1821,Central_America_Carib
964,Guerrero,MEX_Guerrero_964,MAIN,Spain,1534,1821,Central_America_Carib
965,Guanajuato,MEX_Guanajuato_965,MAIN,Spain,1523,1821,Central_America_Carib
966,Hidalgo,MEX_Hidalgo_966,MAIN,Spain,1523,1821,Central_America_Carib
967,Jalisco,MEX_Jalisco_967,MAIN,Spain,1531,1821,Central_America_Carib
969,Michoacan,MEX_Michoacan_969,MAIN,Spain,1526,1821,Central_America_Carib
970,Morelos,MEX_Morelos_970,MAIN,Spain,1523,1821,Central_America_Carib
971,Nayarit,MEX_Nayarit_971,MAIN,Spain,1528,1821,Central_America_Carib
972,Nuevo_Leon,MEX_Nuevo_Leon_972,MAIN,Spain,1582,1821,Central_America_Carib
973,Oaxaca,MEX_Oaxaca_973,MAIN,Spain,1521,1821,Central_America_Carib
974,Puebla,MEX_Puebla_974,MAIN,Spain,1531,1821,Central_America_Carib
975,Queretaro,MEX_Queretaro_975,MAIN,Spain,1531,1821,Central_America_Carib
976,Quintana_Roo,MEX_Quintana_Roo_976,MAIN,Spain,1542,1821,Central_America_Carib
977,Sinaloa,MEX_Sinaloa_977,MAIN,Spain,1529,1821,Central_America_Carib
978,San_Luis_Potosi,MEX_San_Luis_Potosi_978,MAIN,Spain,1583,1821,Central_America_Carib
979,,MEX_Socorro_979,ISL,Spain,1608,1821,Central_America_Carib
980,Sonora,MEX_Sonora_980,MAIN,Spain,1531,1821,Central_America_Carib
981,Tabasco,MEX_Tabasco_981,MAIN,Spain,1519,1821,Central_America_Carib
982,Tamaulipas,MEX_Tamaulipas_982,MAIN,Spain,1554,1821,Central_America_Carib
983,Tlaxcala,MEX_Tlaxcala_983,MAIN,Spain,1524,1821,Central_America_Carib
984,Veracruz,MEX_Veracruz_984,MAIN,Spain,1519,1821,Central_America_Carib
985,Yucatan,MEX_Yucatan_985,MAIN,Spain,1542,1821,Central_America_Carib
986,Zacatecas,MEX_Zacatecas_986,MAIN,Spain,1530,1821,Central_America_Carib
987,,MHL_Ailinginae_987,ISL,Great_Britain,1886,1886,Micronesia_Polynesia
988,,MHL_Enewetak_988,ISL,Great_Britain,1886,1886,Micronesia_Polynesia
989,,MHL_Majuro_989,ISL,Great_Britain,1886,1886,Micronesia_Polynesia
990,,MHL_Rongelap_990,ISL,Great_Britain,1886,1886,Micronesia_Polynesia
993,,MLT_Malta_993,ISL,Great_Britain,1800,1964,Europe
994,,USA_Alamagan_994,ISL,Spain,1521,1898,Micronesia_Polynesia
995,,USA_Agrihan_995,ISL,Spain,1521,1898,Micronesia_Polynesia
996,,USA_Asuncion_996,ISL,Spain,1521,1898,Micronesia_Polynesia
997,,USA_Aguijan_997,ISL,Spain,1521,1898,Micronesia_Polynesia
998,,USA_Anatahan_998,ISL,Spain,1521,1898,Micronesia_Polynesia
999,,USA_Farallon_de_Pajaros_999,ISL,Spain,1521,1898,Micronesia_Polynesia
1000,,USA_Guguan_1000,ISL,Spain,1521,1898,Micronesia_Polynesia
1001,,USA_Maug_Islands_1001,ISL,Spain,1521,1898,Micronesia_Polynesia
1002,,USA_Pagan_1002,ISL,Spain,1521,1898,Micronesia_Polynesia
1003,,USA_Rota_1003,ISL,Spain,1521,1898,Micronesia_Polynesia
1004,,USA_Sarigan_1004,ISL,Spain,1521,1898,Micronesia_Polynesia
1005,,USA_Saipan_1005,ISL,Spain,1521,1898,Micronesia_Polynesia
1006,,USA_Tinian_1006,ISL,Spain,1521,1898,Micronesia_Polynesia
1007,Niassa,MOZ_Niassa_1007,MAIN,Portugal,1695,1975,East_Africa
1008,Manica,MOZ_Manica_1008,MAIN,Portugal,1695,1975,East_Africa
1009,Gaza,MOZ_Gaza_1009,MAIN,Portugal,1695,1975,East_Africa
1010,Inhambane,MOZ_Inhambane_1010,MAIN,Portugal,1534,1975,East_Africa
1011,Maputo,MOZ_Maputo_1011,MAIN,Portugal,1720,1730,East_Africa
1011,Maputo,MOZ_Maputo_1011,MAIN,Portugal,1781,1975,East_Africa
1012,Nampula,MOZ_Nampula_1012,MAIN,Portugal,1505,1975,East_Africa
1013,Cabo_Delgado,MOZ_Cabo_Delgado_1013,MAIN,Portugal,1544,1975,East_Africa
1014,Zambezia,MOZ_Zambezia_1014,MAIN,Portugal,1544,1975,East_Africa
1015,Sofala,MOZ_Sofala_1015,MAIN,Portugal,1505,1975,East_Africa
1016,Tete,MOZ_Tete_1016,MAIN,Portugal,1531,1975,East_Africa
1017,Mauritania,MRT_Mauritania_1017,MAIN,Spain,1884,1975,Western_Africa
1018,,GBR_Montserrat_1018,ISL,Great_Britain,1632,1782,Central_America_Carib
1018,,GBR_Montserrat_1018,ISL,Great_Britain,1783,1946,Central_America_Carib
1019,,FRA_Martinique_1019,ISL,Great_Britain,1762,1763,Central_America_Carib
1019,,FRA_Martinique_1019,ISL,Great_Britain,1794,1802,Central_America_Carib
1019,,FRA_Martinique_1019,ISL,Great_Britain,1809,1814,Central_America_Carib
1021,Malawi,MWI_Malawi_1021,MAIN,Great_Britain,1891,1964,East_Africa
1022,Penninsular_Malaysia,MYS_Penninsular_Malaysia_1022,MAIN,Portugal,1511,1641,Southeast_Asia
1022,Penninsular_Malaysia,MYS_Penninsular_Malaysia_1022,MAIN,Netherlands,1641,1795,Southeast_Asia
1022,Penninsular_Malaysia,MYS_Penninsular_Malaysia_1022,MAIN,Great_Britain,1795,1957,Southeast_Asia
1023,Namibia,NAM_Namibia_1023,MAIN,Great_Britain,1915,1920,Mid_South_Africa
1026,,NZL_Norfolk_Island_1026,ISL,Great_Britain,1788,1814,Oceania
1026,,NZL_Norfolk_Island_1026,ISL,Great_Britain,1825,1855,Oceania
1026,,NZL_Norfolk_Island_1026,ISL,Great_Britain,1855,1897,Oceania
1027,Nigeria,NGA_Nigeria_1027,MAIN,Great_Britain,1874,1960,Western_Africa
1028,Nicaragua,NIC_Nicaragua_1028,MAIN,Spain,1523,1821,Central_America_Carib
1033,Nepal,NPL_Nepal_1033,MAIN,Great_Britain,1858,1923,Southern_Asia
1034,,NRU_Nauru_1034,ISL,Great_Britain,1914,1944,Micronesia_Polynesia
1037,,NZL_Chatham_Islands_1037,ISL,Great_Britain,1791,1842,Micronesia_Polynesia
1068,Peru,PER_Peru_1068,MAIN,Spain,1532,1823,South_America
1069,,PHL_Philippines_1069,ISL,Spain,1565,1898,Southeast_Asia
1069,,PHL_Philippines_1069,ISL,Great_Britain,1762,1764,Southeast_Asia
1071,,USA_Puerto_Rico_1071,ISL,Spain,1509,1898,Central_America_Carib
1076,,PRT_Madeira_1076,ISL,Portugal,1419,1580,Europe
1076,,PRT_Madeira_1076,ISL,Great_Britain,1801,1814,Europe
1076,,PRT_Madeira_1076,ISL,Spain,1580,1583,Europe
1076,,PRT_Madeira_1076,ISL,Portugal,1814,1976,Europe
1077,,PRT_Porto_Santo_1077,ISL,Portugal,1429,1976,Europe
1078,,PRT_Salvage_Islands_1078,ISL,Portugal,1438,1976,Europe
1110,,GBR_Pitcairn_Island_1110,ISL,Great_Britain,1790,1946,Micronesia_Polynesia
1111,,PYF_Bora_Bora_1111,ISL,Great_Britain,1820,1887,Micronesia_Polynesia
1121,,PYF_Tahiti_1121,ISL,Great_Britain,1767,1842,Micronesia_Polynesia
1121,,PYF_Tahiti_1121,ISL,Great_Britain,1767,1842,Micronesia_Polynesia
1149,Qatar,QAT_Qatar_1149,MAIN,Portugal,1521,1550,Western_Asia
1149,Qatar,QAT_Qatar_1149,MAIN,Great_Britain,1914,1970,Western_Asia
1195,Senegal,SEN_Senegal_1195,MAIN,Portugal,1444,1617,Western_Africa
1195,Senegal,SEN_Senegal_1195,MAIN,Netherlands,1617,1677,Western_Africa
1195,Senegal,SEN_Senegal_1195,MAIN,Portugal,1645,1888,Western_Africa
1195,Senegal,SEN_Senegal_1195,MAIN,Great_Britain,1693,1817,Western_Africa
1196,,SGP_Singapore_1196,ISL,Great_Britain,1821,1961,Southeast_Asia
1197,,GBR_South_Georgia_Islands_1197,ISL,Great_Britain,1775,1985,South_America
1200,,GBR_Nightingale_1200,ISL,Great_Britain,1817,1961,Mid_South_Africa
1201,,GBR_Tristan_da_Cunha_1201,ISL,Great_Britain,1817,1961,Mid_South_Africa
1202,Sierra_Leone,SLE_Sierra_Leone_1202,MAIN,Great_Britain,1838,1961,Western_Africa
1203,Somalia,SOM_Somalia_1203,MAIN,Portugal,1506,1758,East_Africa
1203,Somalia,SOM_Somalia_1203,MAIN,Great_Britain,1885,1956,East_Africa
1204,,FRA_St_Pierre_and_Miquelon_1204,ISL,Great_Britain,1713,1763,Northern_North_America
1204,,FRA_St_Pierre_and_Miquelon_1204,ISL,Great_Britain,1778,1783,Northern_North_America
1204,,FRA_St_Pierre_and_Miquelon_1204,ISL,Great_Britain,1796,1815,Northern_North_America
1205,,STP_Sao_Tome_and_Principe_1205,ISL,Portugal,1522,1975,Mid_South_Africa
1206,Suriname,SUR_Suriname_1206,MAIN,Great_Britain,1650,1667,South_America
1206,Suriname,SUR_Suriname_1206,MAIN,Netherlands,1642,1964,South_America
1210,Swaziland,SWZ_Swaziland_1210,MAIN,Great_Britain,1897,1968,Mid_South_Africa
1213,,SYC_Aldabra_1213,ISL,Great_Britain,1814,1976,East_Africa
1214,,SYC_Alphonse_1214,ISL,Great_Britain,1814,1976,East_Africa
1215,,SYC_Aride_1215,ISL,Great_Britain,1814,1976,East_Africa
1218,,SYC_Bird_1218,ISL,Great_Britain,1814,1976,East_Africa
1221,,SYC_Coetivy_1221,ISL,Great_Britain,1814,1976,East_Africa
1226,,SYC_Curieuse_1226,ISL,Great_Britain,1814,1976,East_Africa
1227,,SYC_Darros_1227,ISL,Great_Britain,1814,1976,East_Africa
1228,,SYC_Denis_1228,ISL,Great_Britain,1814,1976,East_Africa
1229,,SYC_Desroches_1229,ISL,Great_Britain,1835,1976,East_Africa
1231,,SYC_Farquhar_1231,ISL,Great_Britain,1965,1976,East_Africa
1232,,SYC_Felicite_1232,ISL,Great_Britain,1814,1976,East_Africa
1234,,SYC_Grande_Soeur_1234,ISL,Great_Britain,1814,1976,East_Africa
1235,,SYC_Ile_au_Cerf_1235,ISL,Great_Britain,1814,1976,East_Africa
1236,,SYC_Ile_Anonyme_1236,ISL,Great_Britain,1814,1976,East_Africa
1237,,SYC_Ile_Longue_1237,ISL,Great_Britain,1825,1976,East_Africa
1241,,SYC_Mahe_1241,ISL,Great_Britain,1814,1976,East_Africa
1245,,SYC_Platte_1245,ISL,Great_Britain,1838,1976,East_Africa
1247,,SYC_Praslin_1247,ISL,Great_Britain,1814,1976,East_Africa
1248,,SYC_Providence_1248,ISL,Great_Britain,1814,1976,East_Africa
1251,,SYC_Remire_1251,ISL,Great_Britain,1882,1976,East_Africa
1257,Chaparal,CHL_Chaparal_1257,MAIN,Spain,1541,1817,South_America
1260,,TON_Tonga_1260,ISL,Great_Britain,1900,1970,Micronesia_Polynesia
1264,Tanzania,TZA_Tanzania_1264,MAIN,Great_Britain,1912,1961,East_Africa
1265,Uganda,UGA_Uganda_1265,MAIN,Great_Britain,1892,1962,East_Africa
1267,Uruguay,URY_Uruguay_1267,MAIN,Spain,1590,1823,South_America
1267,Uruguay,URY_Uruguay_1267,MAIN,Portugal,1680,1822,South_America
1269,Alabama,USA_Alabama_1269,MAIN,Great_Britain,1763,1812,Mid_North_America
1271,Arizona,USA_Arizona_1271,MAIN,Spain,1752,1821,Mid_North_America
1272,California,USA_California_1272,MAIN,Spain,1769,1821,Mid_North_America
1274,Connecticut,USA_Connecticut_1274,MAIN,Netherlands,1634,1662,Mid_North_America
1274,Connecticut,USA_Connecticut_1274,MAIN,Great_Britain,1636,1776,Mid_North_America
1275,Washington_DC,USA_Washington_DC_1275,MAIN,Great_Britain,1632,1776,Mid_North_America
1276,Delaware,USA_Delaware_1276,MAIN,Netherlands,1620,1638,Mid_North_America
1276,Delaware,USA_Delaware_1276,MAIN,Netherlands,1655,1664,Mid_North_America
1276,Delaware,USA_Delaware_1276,MAIN,Great_Britain,1664,1776,Mid_North_America
1277,Florida,USA_Florida_1277,MAIN,Spain,1565,1763,Mid_North_America
