OBJIDsic,Region_new,Region_unique,MainIsl,colonizer,from,to,UN_geospat
1277,Florida,USA_Florida_1277,MAIN,Great_Britain,1763,1783,Mid_North_America
1278,Georgia,USA_Georgia_1278,MAIN,Great_Britain,1732,1776,Mid_North_America
1282,Illinois,USA_Illinois_1282,MAIN,Great_Britain,1763,1783,Mid_North_America
1283,Indiana,USA_Indiana_1283,MAIN,Great_Britain,1763,1787,Mid_North_America
1286,Kentucky,USA_Kentucky_1286,MAIN,Great_Britain,1763,1783,Mid_North_America
1287,Louisiana,USA_Louisiana_1287,MAIN,Spain,1763,1800,Mid_North_America
1288,Massachusetts,USA_Massachusetts_1288,MAIN,Great_Britain,1620,1776,Mid_North_America
1289,Maryland,USA_Maryland_1289,MAIN,Great_Britain,1632,1776,Mid_North_America
1290,Maine,USA_Maine_1290,MAIN,Great_Britain,1622,1783,Mid_North_America
1291,Michigan,USA_Michigan_1291,MAIN,Great_Britain,1763,1783,Mid_North_America
1292,Minnesota,USA_Minnesota_1292,MAIN,Great_Britain,1763,1783,Mid_North_America
1292,Minnesota,USA_Minnesota_1292,MAIN,Spain,1762,1800,Mid_North_America
1293,Missouri,USA_Missouri_1293,MAIN,Spain,1762,1800,Mid_North_America
1294,Mississippi,USA_Mississippi_1294,MAIN,Great_Britain,1763,1783,Mid_North_America
1296,North_Carolina,USA_North_Carolina_1296,MAIN,Great_Britain,1653,1776,Mid_North_America
1297,North_Dakota,USA_North_Dakota_1297,MAIN,Spain,1762,1800,Mid_North_America
1298,Nebraska,USA_Nebraska_1298,MAIN,Spain,1541,1682,Mid_North_America
1299,New_Hampshire,USA_New_Hampshire_1299,MAIN,Great_Britain,1623,1776,Mid_North_America
1301,New_Jersey,USA_New_Jersey_1301,MAIN,Netherlands,1609,1664,Mid_North_America
1301,New_Jersey,USA_New_Jersey_1301,MAIN,Great_Britain,1664,1776,Mid_North_America
1302,New_Mexico,USA_New_Mexico_1302,MAIN,Spain,1598,1821,Mid_North_America
1303,Nevada,USA_Nevada_1303,MAIN,Spain,1769,1821,Mid_North_America
1304,New_York,USA_New_York_1304,MAIN,Netherlands,1614,1664,Mid_North_America
1304,New_York,USA_New_York_1304,MAIN,Great_Britain,1667,1776,Mid_North_America
1305,Ohio,USA_Ohio_1305,MAIN,Great_Britain,1763,1776,Mid_North_America
1307,Oregon,USA_Oregon_1307,MAIN,Great_Britain,1681,1776,Mid_North_America
1308,Pennsylvania,USA_Pennsylvania_1308,MAIN,Netherlands,1655,1682,Mid_North_America
1308,Pennsylvania,USA_Pennsylvania_1308,MAIN,Great_Britain,1682,1776,Mid_North_America
1309,Rhode_Island,USA_Rhode_Island_1309,MAIN,Great_Britain,1636,1776,Mid_North_America
1310,South_Carolina,USA_South_Carolina_1310,MAIN,Great_Britain,1663,1776,Mid_North_America
1312,Tennessee,USA_Tennessee_1312,MAIN,Great_Britain,1763,1775,Mid_North_America
1313,Texas,USA_Texas_1313,MAIN,Spain,1690,1820,Mid_North_America
1314,Utah,USA_Utah_1314,MAIN,Spain,1765,1821,Mid_North_America
1315,Virginia,USA_Virginia_1315,MAIN,Great_Britain,1607,1776,Mid_North_America
1317,Vermont,USA_Vermont_1317,MAIN,Great_Britain,1724,1777,Mid_North_America
1318,Washington,USA_Washington_1318,MAIN,Spain,1775,1792,Mid_North_America
1318,Washington,USA_Washington_1318,MAIN,Great_Britain,1792,1848,Mid_North_America
1319,Wisconsin,USA_Wisconsin_1319,MAIN,Great_Britain,1763,1783,Mid_North_America
1320,West_Virginia,USA_West_Virginia_1320,MAIN,Great_Britain,1607,1776,Mid_North_America
1322,,VCT_The_Grenadines_1322,ISL,Great_Britain,1762,1974,Central_America_Carib
1323,,VCT_Saint_Vincent_1323,ISL,Great_Britain,1763,1951,Central_America_Carib
1324,Venezuela,VEN_Venezuela_1324,MAIN,Spain,1534,1820,South_America
1325,,GBR_Anegada_1325,ISL,Great_Britain,1672,1946,Central_America_Carib
1325,,GBR_Anegada_1325,ISL,Spain,1493,1648,Central_America_Carib
1325,,GBR_Anegada_1325,ISL,Netherlands,1648,1680,Central_America_Carib
1326,,GBR_Guana_Island_1326,ISL,Spain,1493,1648,Central_America_Carib
1326,,GBR_Guana_Island_1326,ISL,Great_Britain,1665,1946,Central_America_Carib
1326,,GBR_Guana_Island_1326,ISL,Netherlands,1615,1665,Central_America_Carib
1327,,GBR_Jost_van_Dyke_1327,ISL,Great_Britain,1672,1946,Central_America_Carib
1327,,GBR_Jost_van_Dyke_1327,ISL,Spain,1493,1750,Central_America_Carib
1328,,GBR_Tortola_1328,ISL,Spain,1493,1648,Central_America_Carib
1328,,GBR_Tortola_1328,ISL,Great_Britain,1665,1946,Central_America_Carib
1328,,GBR_Tortola_1328,ISL,Netherlands,1615,1665,Central_America_Carib
1329,,GBR_Virgin_Gorda_1329,ISL,Spain,1493,1628,Central_America_Carib
1329,,GBR_Virgin_Gorda_1329,ISL,Netherlands,1628,1680,Central_America_Carib
1329,,GBR_Virgin_Gorda_1329,ISL,Great_Britain,1680,1946,Central_America_Carib
1334,Yemen,YEM_Yemen_1334,MAIN,Great_Britain,1879,1967,Western_Asia
1335,Eastern_Cape,ZAF_Eastern_Cape_1335,MAIN,Netherlands,1702,1806,Mid_South_Africa
1335,Eastern_Cape,ZAF_Eastern_Cape_1335,MAIN,Great_Britain,1795,1912,Mid_South_Africa
1336,Free_State,ZAF_Free_State_1336,MAIN,Netherlands,1652,1806,Mid_South_Africa
1336,Free_State,ZAF_Free_State_1336,MAIN,Great_Britain,1846,1854,Mid_South_Africa
1336,Free_State,ZAF_Free_State_1336,MAIN,Great_Britain,1900,1912,Mid_South_Africa
1337,Gauteng,ZAF_Gauteng_1337,MAIN,Netherlands,1855,1877,Mid_South_Africa
1337,Gauteng,ZAF_Gauteng_1337,MAIN,Great_Britain,1877,1881,Mid_South_Africa
1338,KwaZulu_Natal,ZAF_KwaZulu_Natal_1338,MAIN,Great_Britain,1824,1835,Mid_South_Africa
1338,KwaZulu_Natal,ZAF_KwaZulu_Natal_1338,MAIN,Netherlands,1835,1842,Mid_South_Africa
1338,KwaZulu_Natal,ZAF_KwaZulu_Natal_1338,MAIN,Great_Britain,1842,1912,Mid_South_Africa
1339,Limpopo,ZAF_Limpopo_1339,MAIN,Netherlands,1836,1877,Mid_South_Africa
1339,Limpopo,ZAF_Limpopo_1339,MAIN,Great_Britain,1877,1912,Mid_South_Africa
1340,,ZAF_Marion_Island_1340,ISL,Great_Britain,1908,1947,Mid_South_Africa
1341,Mpumalanga,ZAF_Mpumalanga_1341,MAIN,Netherlands,1845,1877,Mid_South_Africa
1341,Mpumalanga,ZAF_Mpumalanga_1341,MAIN,Great_Britain,1877,1912,Mid_South_Africa
1342,Northern_Cape,ZAF_Northern_Cape_1342,MAIN,Netherlands,1652,1806,Mid_South_Africa
1342,Northern_Cape,ZAF_Northern_Cape_1342,MAIN,Great_Britain,1817,1912,Mid_South_Africa
1343,North_West,ZAF_North_West_1343,MAIN,Netherlands,1859,1877,Mid_South_Africa
1343,North_West,ZAF_North_West_1343,MAIN,Great_Britain,1877,1912,Mid_South_Africa
1344,,ZAF_Prince_Edward_Island_Group_1344,ISL,Great_Britain,1908,1947,Mid_South_Africa
1345,Western_Cape,ZAF_Western_Cape_1345,MAIN,Netherlands,1652,1795,Mid_South_Africa
1345,Western_Cape,ZAF_Western_Cape_1345,MAIN,Great_Britain,1795,1912,Mid_South_Africa
1346,Central,ZMB_Central_1346,MAIN,Great_Britain,1909,1964,East_Africa
1347,Copperbelt,ZMB_Copperbelt_1347,MAIN,Great_Britain,1902,1964,East_Africa
1348,Eastern,ZMB_Eastern_1348,MAIN,Great_Britain,1888,1964,East_Africa
1349,Luapula,ZMB_Luapula_1349,MAIN,Great_Britain,1900,1964,East_Africa
1350,Lusaka,ZMB_Lusaka_1350,MAIN,Great_Britain,1905,1964,East_Africa
1351,Northern,ZMB_Northern_1351,MAIN,Great_Britain,1895,1964,East_Africa
1352,North_Western,ZMB_North_Western_1352,MAIN,Great_Britain,1888,1964,East_Africa
1353,Southern,ZMB_Southern_1353,MAIN,Great_Britain,1909,1964,East_Africa
1354,Western,ZMB_Western_1354,MAIN,Great_Britain,1872,1964,East_Africa
1355,Central_region,ZWE_Central_region_1355,MAIN,Great_Britain,1890,1980,East_Africa
1356,Eastern_region,ZWE_Eastern_region_1356,MAIN,Great_Britain,1890,1980,East_Africa
1357,Northern_region,ZWE_Northern_region_1357,MAIN,Great_Britain,1888,1980,East_Africa
1358,Southern_region,ZWE_Southern_region_1358,MAIN,Great_Britain,1890,1980,East_Africa
1359,Western_region,ZWE_Western_region_1359,MAIN,Great_Britain,1893,1980,East_Africa
1393,Guadeloupe,GLP_Guadeloupe_1393,ISL,Great_Britain,1759,1763,Central_America_Carib
1393,Guadeloupe,GLP_Guadeloupe_1393,ISL,Great_Britain,1810,1813,Central_America_Carib
1400,Maldives,MDV_Maldives_1400,ISL,Great_Britain,1887,1965,Southern_Asia
1400,Maldives,MDV_Maldives_1400,ISL,Netherlands,1573,1796,Southern_Asia
1402,"Department of Amazonas, Colombia","COL.AMA_Department of Amazonas, Colombia_1402",MAIN,Spain,1542,1819,South_America
1404,"Department of Vichada, Colombia","COL.VIC_Department of Vichada, Colombia_1404",MAIN,Spain,1518,1819,South_America
1405,"Department of Caquet , Colombia","COL.CAQ_Department of Caquet , Colombia_1405",MAIN,Spain,1542,1819,South_America
1406,"Department of Meta, Colombia","COL.MET_Department of Meta, Colombia_1406",MAIN,Spain,1518,1819,South_America
1409,"Department of Guain¡a, Colombia","COL.GUA_Department of Guain¡a, Colombia_1409",MAIN,Spain,1542,1819,South_America
1412,"Department of Antioquia, Colombia","COL.ANT_Department of Antioquia, Colombia_1412",MAIN,Spain,1510,1819,South_America
1413,"Department of Guaviare, Colombia","COL.GUV_Department of Guaviare, Colombia_1413",MAIN,Spain,1542,1819,South_America
1414,"Department of Vaup‚s, Colombia","COL.VAU_Department of Vaup‚s, Colombia_1414",MAIN,Spain,1542,1819,South_America
1416,"Department of Choc¢, Colombia","COL.CHO_Department of Choc¢, Colombia_1416",MAIN,Spain,1510,1819,South_America
1418,"Department of Casanare, Colombia","COL.CAS_Department of Casanare, Colombia_1418",MAIN,Spain,1518,1819,South_America
1425,"Department of Napo, Ecuador","ECU.NAP_Department of Napo, Ecuador_1425",MAIN,Spain,1534,1823,South_America
1427,"Department of Nari¤o, Colombia","COL.NAR_Department of Nari¤o, Colombia_1427",MAIN,Spain,1510,1819,South_America
1428,"Department of Santander, Colombia","COL.SAN_Department of Santander, Colombia_1428",MAIN,Spain,1539,1819,South_America
1429,"Department of Pastaza, Ecuador","ECU.PAS_Department of Pastaza, Ecuador_1429",MAIN,Spain,1534,1823,South_America
1430,"Department of Cauca, Colombia","COL.CAU_Department of Cauca, Colombia_1430",MAIN,Spain,1510,1819,South_America
1431,"Department of Bol¡var, Colombia","COL.BOL_Department of Bol¡var, Colombia_1431",MAIN,Spain,1525,1819,South_America
1432,"Department of Arauca, Colombia","COL.ARA_Department of Arauca, Colombia_1432",MAIN,Spain,1518,1819,South_America
1434,"Department of C¢rdoba, Colombia","COL.COR_Department of C¢rdoba, Colombia_1434",MAIN,Spain,1527,1819,South_America
1435,"Department of Cundinamarca, Colombia","COL.CUN_Department of Cundinamarca, Colombia_1435",MAIN,Spain,1539,1819,South_America
1436,"Department of Morona.Santiago, Ecuador","ECU.MOR_Department of Morona.Santiago, Ecuador_1436",MAIN,Spain,1534,1823,South_America
1437,"Department of Putumayo, Colombia","COL.PUT_Department of Putumayo, Colombia_1437",MAIN,Spain,1542,1819,South_America
1439,"Department of Tolima, Colombia","COL.TOL_Department of Tolima, Colombia_1439",MAIN,Spain,1539,1819,South_America
1440,"Department of Boyac , Colombia","COL.BOY_Department of Boyac , Colombia_1440",MAIN,Spain,1539,1819,South_America
1441,"Department of Cesar, Colombia","COL.CES_Department of Cesar, Colombia_1441",MAIN,Spain,1527,1819,South_America
1442,"Department of Norte de Santander, Colombia","COL.NOR_Department of Norte de Santander, Colombia_1442",MAIN,Spain,1539,1819,South_America
1444,"Department of Valle del Cauca, Colombia","COL.VAL_Department of Valle del Cauca, Colombia_1444",MAIN,Spain,1510,1819,South_America
1445,"Department of Magdalena, Colombia","COL.MAG_Department of Magdalena, Colombia_1445",MAIN,Spain,1527,1819,South_America
1448,"Department of La Guajira, Colombia","COL.GUJ_Department of La Guajira, Colombia_1448",MAIN,Spain,1527,1819,South_America
1450,"Department of Huila, Colombia","COL.HUI_Department of Huila, Colombia_1450",MAIN,Spain,1539,1819,South_America
1451,"Department of Guayas, Ecuador","ECU.GUA_Department of Guayas, Ecuador_1451",MAIN,Spain,1534,1823,South_America
1452,"Department of Manab¡, Ecuador","ECU.MAN_Department of Manab¡, Ecuador_1452",MAIN,Spain,1534,1823,South_America
1454,"Department of Sucumb¡os, Ecuador","ECU.SUC_Department of Sucumb¡os, Ecuador_1454",MAIN,Spain,1534,1823,South_America
1460,"Department of Esmeraldas, Ecuador","ECU.ESM_Department of Esmeraldas, Ecuador_1460",MAIN,Spain,1534,1823,South_America
1464,"Department of Pichincha, Ecuador","ECU.PIC_Department of Pichincha, Ecuador_1464",MAIN,Spain,1534,1823,South_America
1472,"Department of Loja, Ecuador","ECU.LOJ_Department of Loja, Ecuador_1472",MAIN,Spain,1534,1823,South_America
1474,"Department of Sucre, Colombia","COL.SUC_Department of Sucre, Colombia_1474",MAIN,Spain,1527,1819,South_America
1476,"Department of Zamora.Chinchipe, Ecuador","ECU.ZAM_Department of Zamora.Chinchipe, Ecuador_1476",MAIN,Spain,1534,1823,South_America
1485,"Department of Azuay, Ecuador","ECU.AZU_Department of Azuay, Ecuador_1485",MAIN,Spain,1534,1823,South_America
1486,"Department of Caldas, Colombia","COL.CAL_Department of Caldas, Colombia_1486",MAIN,Spain,1539,1819,South_America
1487,"Department of Los.R¡os, Ecuador","ECU.RIO_Department of Los.R¡os, Ecuador_1487",MAIN,Spain,1534,1823,South_America
1488,"Department of Chimborazo, Ecuador","ECU.CHI_Department of Chimborazo, Ecuador_1488",MAIN,Spain,1534,1823,South_America
1490,"Department of Cotopaxi, Ecuador","ECU.COT_Department of Cotopaxi, Ecuador_1490",MAIN,Spain,1534,1823,South_America
1491,"Department of El.Oro, Ecuador","ECU.ORO_Department of El.Oro, Ecuador_1491",MAIN,Spain,1534,1823,South_America
1497,"Department of Imbabura, Ecuador","ECU.IMB_Department of Imbabura, Ecuador_1497",MAIN,Spain,1534,1823,South_America
1499,"Department of Atl ntico, Colombia","COL.ATL_Department of Atl ntico, Colombia_1499",MAIN,Spain,1527,1819,South_America
1500,"Department of Risaralda, Colombia","COL.RIS_Department of Risaralda, Colombia_1500",MAIN,Spain,1539,1819,South_America
1501,"Department of Bol¡var, Ecuador","ECU.BOL_Department of Bol¡var, Ecuador_1501",MAIN,Spain,1534,1823,South_America
1503,"Department of Carchi, Ecuador","ECU.CAR_Department of Carchi, Ecuador_1503",MAIN,Spain,1534,1823,South_America
1504,"Department of Tungurahua, Ecuador","ECU.TUN_Department of Tungurahua, Ecuador_1504",MAIN,Spain,1534,1823,South_America
1505,"Department of Ca¤ar, Ecuador","ECU.CAN_Department of Ca¤ar, Ecuador_1505",MAIN,Spain,1534,1823,South_America
1507,"Department of Quind¡o, Colombia","COL.QUI_Department of Quind¡o, Colombia_1507",MAIN,Spain,1539,1819,South_America
1509,"Department of San Andr‚s, Providencia y Santa Catalina, Colombia","COL.SPS_Department of San Andr‚s, Providencia y Santa Catalina, Colombia_1509",ISL,Spain,1518,1819,Central_America_Carib
1514,"Region de Santa Cruz, Bolivia","BOL.SCR_Region de Santa Cruz, Bolivia_1514",MAIN,Spain,1545,1825,South_America
1515,"Region del Beni, Bolivia","BOL.BEN_Region del Beni, Bolivia_1515",MAIN,Spain,1545,1825,South_America
1516,"Region de La Paz, Bolivia","BOL.LPA_Region de La Paz, Bolivia_1516",MAIN,Spain,1545,1825,South_America
1517,"Region de Potos¡, Bolivia","BOL.POT_Region de Potos¡, Bolivia_1517",MAIN,Spain,1545,1825,South_America
1518,"Region de Pando, Bolivia","BOL.PAN_Region de Pando, Bolivia_1518",MAIN,Spain,1545,1825,South_America
1519,"Region de Cochabamba, Bolivia","BOL.COC_Region de Cochabamba, Bolivia_1519",MAIN,Spain,1545,1825,South_America
1520,"Region de Oruro, Bolivia","BOL.ORU_Region de Oruro, Bolivia_1520",MAIN,Spain,1545,1825,South_America
1521,"Region de Chuquisaca, Bolivia","BOL.CHU_Region de Chuquisaca, Bolivia_1521",MAIN,Spain,1545,1825,South_America
1522,"Region de Tarija, Bolivia","BOL.TAR_Region de Tarija, Bolivia_1522",MAIN,Spain,1545,1825,South_America
1528,New Zealand North Island,NZL.NOI_New Zealand North Island_1528,ISL,Great_Britain,1840,1909,Oceania
1529,New Zealand South Island (without Stewart Island etc.),NZL.SOI_New Zealand South Island (without Stewart Island etc.)_1529,ISL,Great_Britain,1840,1909,Oceania
1530,New Zealand Stewart Island,NZL.STI_New Zealand Stewart Island_1530,ISL,Great_Britain,1840,1909,Oceania
1623,Mauritius island,MUS.MUS_Mauritius island_1623,ISL,Netherlands,1638,1710,East_Africa
1623,Mauritius island,MUS.MUS_Mauritius island_1623,ISL,Great_Britain,1810,1968,East_Africa
1629,"Bocas del Toro Province, Panama","PAN.BOC_Bocas del Toro Province, Panama_1629",MAIN,Spain,1514,1820,Central_America_Carib
1630,"Chiriqu¡ Province, Panama","PAN.CHI_Chiriqu¡ Province, Panama_1630",MAIN,Spain,1514,1820,Central_America_Carib
1631,"Cocl‚ Province, Panama","PAN.COC_Cocl‚ Province, Panama_1631",MAIN,Spain,1514,1820,Central_America_Carib
1632,"Col¢n Province, Panama","PAN.COL_Col¢n Province, Panama_1632",MAIN,Spain,1514,1820,Central_America_Carib
1633,"Dari‚n Province, Panama","PAN.DAR_Dari‚n Province, Panama_1633",MAIN,Spain,1514,1820,Central_America_Carib
1634,"Herrera Province, Panama","PAN.HER_Herrera Province, Panama_1634",MAIN,Spain,1514,1820,Central_America_Carib
1635,"Los Santos Province, Panama","PAN.LOS_Los Santos Province, Panama_1635",MAIN,Spain,1514,1820,Central_America_Carib
1636,"Panam  Province, Panama","PAN.PAN_Panam  Province, Panama_1636",MAIN,Spain,1514,1820,Central_America_Carib
1637,"San Blas Province, Panama","PAN.BLA_San Blas Province, Panama_1637",MAIN,Spain,1514,1820,Central_America_Carib
1638,"Veraguas Province, Panama","PAN.VER_Veraguas Province, Panama_1638",MAIN,Spain,1514,1820,Central_America_Carib
1648,Saint-Martin (French part),MAF_Saint-Martin (French part)_1648,ISL,Netherlands,1631,1631,Central_America_Carib
1648,Saint-Martin (French part),MAF_Saint-Martin (French part)_1648,ISL,Great_Britain,1631,1633,Central_America_Carib
1648,Saint-Martin (French part),MAF_Saint-Martin (French part)_1648,ISL,Great_Britain,1781,1787,Central_America_Carib
1648,Saint-Martin (French part),MAF_Saint-Martin (French part)_1648,ISL,Spain,1633,1810,Central_America_Carib
1648,Saint-Martin (French part),MAF_Saint-Martin (French part)_1648,ISL,Netherlands,1648,1810,Central_America_Carib
1648,Saint-Martin (French part),MAF_Saint-Martin (French part)_1648,ISL,Great_Britain,1810,1816,Central_America_Carib
1648,Saint-Martin (French part),MAF_Saint-Martin (French part)_1648,ISL,Netherlands,1816,2010,Central_America_Carib
1657,Micronesia (Federated States of),FSM_Micronesia (Federated States of)_1657,ISL,Spain,1650,1899,Micronesia_Polynesia
1771,"Regi¢n de Tarapac , Chile","CHL_Regi¢n de Tarapac , Chile_1771",MAIN,Spain,1541,1817,South_America
1773,Java,IDN_Java_1773,ISL,Portugal,1522,1596,Southeast_Asia
1773,Java,IDN_Java_1773,ISL,Netherlands,1596,1808,Southeast_Asia
1773,Java,IDN_Java_1773,ISL,Netherlands,1814,1949,Southeast_Asia
1773,Java,IDN_Java_1773,ISL,Great_Britain,1811,1816,Southeast_Asia
1792,"Bumthang, Bhutan","NA_Bumthang, Bhutan_1792",MAIN,Great_Britain,1888,1949,Southern_Asia
1793,"Chhukha, Bhutan","NA_Chhukha, Bhutan_1793",MAIN,Great_Britain,1888,1949,Southern_Asia
1794,"Dagana, Bhutan","NA_Dagana, Bhutan_1794",MAIN,Great_Britain,1888,1949,Southern_Asia
1795,"Gasa, Bhutan","NA_Gasa, Bhutan_1795",MAIN,Great_Britain,1888,1949,Southern_Asia
1796,"Haa, Bhutan","NA_Haa, Bhutan_1796",MAIN,Great_Britain,1888,1949,Southern_Asia
1797,"Lhuentse, Bhutan","NA_Lhuentse, Bhutan_1797",MAIN,Great_Britain,1888,1949,Southern_Asia
1798,"Monggar, Bhutan","NA_Monggar, Bhutan_1798",MAIN,Great_Britain,1888,1949,Southern_Asia
1799,"Paro, Bhutan","NA_Paro, Bhutan_1799",MAIN,Great_Britain,1888,1949,Southern_Asia
1800,"Pemagatshel, Bhutan","NA_Pemagatshel, Bhutan_1800",MAIN,Great_Britain,1888,1949,Southern_Asia
1801,"Punakha, Bhutan","NA_Punakha, Bhutan_1801",MAIN,Great_Britain,1888,1949,Southern_Asia
1802,"Samdrupjongkhar, Bhutan","NA_Samdrupjongkhar, Bhutan_1802",MAIN,Great_Britain,1888,1949,Southern_Asia
1803,"Samtse, Bhutan","NA_Samtse, Bhutan_1803",MAIN,Great_Britain,1888,1949,Southern_Asia
1804,"Sarpang, Bhutan","NA_Sarpang, Bhutan_1804",MAIN,Great_Britain,1888,1949,Southern_Asia
1805,"Thimphu, Bhutan","NA_Thimphu, Bhutan_1805",MAIN,Great_Britain,1888,1949,Southern_Asia
1806,"Trashigang, Bhutan","NA_Trashigang, Bhutan_1806",MAIN,Great_Britain,1888,1949,Southern_Asia
1807,"Trongsa, Bhutan","NA_Trongsa, Bhutan_1807",MAIN,Great_Britain,1888,1949,Southern_Asia
1808,"Tsirang, Bhutan","NA_Tsirang, Bhutan_1808",MAIN,Great_Britain,1888,1949,Southern_Asia
1809,"Wangduephodrang, Bhutan","NA_Wangduephodrang, Bhutan_1809",MAIN,Great_Britain,1888,1949,Southern_Asia
1810,"Yangtse, Bhutan","NA_Yangtse, Bhutan_1810",MAIN,Great_Britain,1888,1949,Southern_Asia
1811,"Zhemgang, Bhutan","NA_Zhemgang, Bhutan_1811",MAIN,Great_Britain,1888,1949,Southern_Asia
1815,Central Canada,CAN_Central Canada_1815,MAIN,Great_Britain,1737,1877,Northern_North_America
1819,"Hudson Bay - Labrador, Canada","CAN_Hudson Bay - Labrador, Canada_1819",MAIN,Great_Britain,1737,1877,Northern_North_America
1839,Bali,NA_Bali_1839,ISL,Portugal,1522,1596,Southeast_Asia
1839,Bali,NA_Bali_1839,ISL,Netherlands,1596,1808,Southeast_Asia
1839,Bali,NA_Bali_1839,ISL,Netherlands,1814,1949,Southeast_Asia
1839,Bali,NA_Bali_1839,ISL,Great_Britain,1811,1814,Southeast_Asia
1029,Netherlands,NLD_Netherlands_1029,MAIN,/,,,Europe
162,,GBR_Great_Britain_162,ISL,/,,,Europe
1361,Portugal_mainland,PRT_Portugal_mainland_1361,MAIN,/,,,Europe
1360,Spain_mainland,ESP_Spain_mainland_1360,MAIN,/,,,Europe
